Simulated discharge(m3/s) at the outlet - regular timestep    1.00 hours. Simulated discharge is the mean value over the timestep with the date at the end of the timestep
Date_yyyy/mm/dd_hours(iso8601format),Time(hours),Outlet-118,Channel-84,Channel-84,Channel-101,Channel-112
1977-11-23T21:00:00,1293.000,1.86093,.06516,.00000,.75812,.93861
1977-11-23T22:00:00,1294.000,1.77100,.06086,.00000,.71754,.89237
1977-11-23T23:00:00,1295.000,1.68527,.05681,.00000,.67923,.84844
1977-11-24T00:00:00,1296.000,1.60364,.05300,.00000,.64309,.80673
1977-11-24T01:00:00,1297.000,1.52608,.04943,.00000,.60901,.76717
1977-11-24T02:00:00,1298.000,1.45246,.04610,.00000,.57690,.72967
1977-11-24T03:00:00,1299.000,1.38247,.04300,.00000,.54666,.69413
1977-11-24T04:00:00,1300.000,1.31602,.04014,.00000,.51819,.66047
1977-11-24T05:00:00,1301.000,1.25298,.03749,.00000,.49140,.62861
1977-11-24T06:00:00,1302.000,1.19321,.03504,.00000,.46620,.59845
1977-11-24T07:00:00,1303.000,1.13657,.03277,.00000,.44250,.56992
1977-11-24T08:00:00,1304.000,1.08292,.03067,.00000,.42022,.54294
1977-11-24T09:00:00,1305.000,1.03211,.02873,.00000,.39927,.51743
1977-11-24T10:00:00,1306.000,.98400,.02693,.00000,.37957,.49331
1977-11-24T11:00:00,1307.000,.93845,.02525,.00000,.36105,.47050
1977-11-24T12:00:00,1308.000,.89534,.02369,.00000,.34364,.44895
1977-11-24T13:00:00,1309.000,.85453,.02224,.00000,.32726,.42858
1977-11-24T14:00:00,1310.000,.81591,.02088,.00000,.31184,.40932
1977-11-24T15:00:00,1311.000,.77937,.01961,.00000,.29734,.39111
1977-11-24T16:00:00,1312.000,.74478,.01842,.00000,.28367,.37389
1977-11-24T17:00:00,1313.000,.71204,.01730,.00000,.27080,.35761
1977-11-24T18:00:00,1314.000,.68105,.01625,.00000,.25867,.34221
1977-11-24T19:00:00,1315.000,.65170,.01527,.00000,.24724,.32764
1977-11-24T20:00:00,1316.000,.62390,.01435,.00000,.23645,.31385
1977-11-24T21:00:00,1317.000,.59756,.01348,.00000,.22627,.30079
1977-11-24T22:00:00,1318.000,.57260,.01267,.00000,.21666,.28842
1977-11-24T23:00:00,1319.000,.54895,.01191,.00000,.20758,.27670
1977-11-25T00:00:00,1320.000,.52656,.01119,.00000,.19900,.26560
1977-11-25T01:00:00,1321.000,.50544,.01053,.00000,.19088,.25507
1977-11-25T02:00:00,1322.000,.48541,.00990,.00000,.18321,.24508
1977-11-25T03:00:00,1323.000,.46634,.00932,.00000,.17594,.23560
1977-11-25T04:00:00,1324.000,.44819,.00878,.00000,.16906,.22660
1977-11-25T05:00:00,1325.000,.43093,.00828,.00000,.16255,.21805
1977-11-25T06:00:00,1326.000,.41452,.00781,.00000,.15637,.20993
1977-11-25T07:00:00,1327.000,.39891,.00738,.00000,.15052,.20221
1977-11-25T08:00:00,1328.000,.38406,.00697,.00000,.14496,.19487
1977-11-25T09:00:00,1329.000,.36992,.00660,.00000,.13969,.18789
1977-11-25T10:00:00,1330.000,.35647,.00625,.00000,.13468,.18125
1977-11-25T11:00:00,1331.000,.34366,.00592,.00000,.12993,.17492
1977-11-25T12:00:00,1332.000,.33145,.00562,.00000,.12540,.16889
1977-11-25T13:00:00,1333.000,.31982,.00534,.00000,.12110,.16315
1977-11-25T14:00:00,1334.000,.30873,.00508,.00000,.11701,.15768
1977-11-25T15:00:00,1335.000,.29815,.00483,.00000,.11312,.15246
1977-11-25T16:00:00,1336.000,.28806,.00460,.00000,.10941,.14748
1977-11-25T17:00:00,1337.000,.27843,.00439,.00000,.10588,.14272
1977-11-25T18:00:00,1338.000,.26923,.00419,.00000,.10252,.13818
1977-11-25T19:00:00,1339.000,.26044,.00400,.00000,.09931,.13385
1977-11-25T20:00:00,1340.000,.25204,.00383,.00000,.09624,.12970
1977-11-25T21:00:00,1341.000,.24402,.00366,.00000,.09332,.12574
1977-11-25T22:00:00,1342.000,.23634,.00351,.00000,.09053,.12195
1977-11-25T23:00:00,1343.000,.22899,.00337,.00000,.08786,.11833
1977-11-26T00:00:00,1344.000,.22197,.00323,.00000,.08531,.11486
1977-11-26T01:00:00,1345.000,.21527,.00310,.00000,.08288,.11154
1977-11-26T02:00:00,1346.000,.20885,.00298,.00000,.08055,.10836
1977-11-26T03:00:00,1347.000,.20269,.00287,.00000,.07832,.10531
1977-11-26T04:00:00,1348.000,.19679,.00276,.00000,.07618,.10239
1977-11-26T05:00:00,1349.000,.19112,.00266,.00000,.07414,.09958
1977-11-26T06:00:00,1350.000,.18568,.00257,.00000,.07218,.09690
1977-11-26T07:00:00,1351.000,.18046,.00248,.00000,.07030,.09432
1977-11-26T08:00:00,1352.000,.17544,.00240,.00000,.06850,.09184
1977-11-26T09:00:00,1353.000,.17063,.00232,.00000,.06677,.08946
1977-11-26T10:00:00,1354.000,.16600,.00224,.00000,.06511,.08718
1977-11-26T11:00:00,1355.000,.16156,.00217,.00000,.06352,.08499
1977-11-26T12:00:00,1356.000,.15729,.00210,.00000,.06199,.08288
1977-11-26T13:00:00,1357.000,.15318,.00204,.00000,.06052,.08085
1977-11-26T14:00:00,1358.000,.14923,.00200,.00000,.05915,.07890
1977-11-26T15:00:00,1359.000,.14543,.00200,.00000,.05792,.07702
1977-11-26T16:00:00,1360.000,.14178,.00196,.00000,.05674,.07521
1977-11-26T17:00:00,1361.000,.13826,.00190,.00000,.05558,.07348
1977-11-26T18:00:00,1362.000,.13487,.00184,.00000,.05444,.07182
1977-11-26T19:00:00,1363.000,.13161,.00179,.00000,.05333,.07022
1977-11-26T20:00:00,1364.000,.12846,.00174,.00000,.05225,.06868
1977-11-26T21:00:00,1365.000,.12543,.00169,.00000,.05119,.06721
1977-11-26T22:00:00,1366.000,.12252,.00164,.00000,.05017,.06579
1977-11-26T23:00:00,1367.000,.11971,.00160,.00000,.04918,.06443
1977-11-27T00:00:00,1368.000,.11697,.00156,.00000,.04822,.06311
1977-11-27T01:00:00,1369.000,.11428,.00152,.00000,.04729,.06185
1977-11-27T02:00:00,1370.000,.11169,.00148,.00000,.04638,.06063
1977-11-27T03:00:00,1371.000,.10920,.00145,.00000,.04551,.05944
1977-11-27T04:00:00,1372.000,.10682,.00141,.00000,.04467,.05830
1977-11-27T05:00:00,1373.000,.10453,.00138,.00000,.04385,.05720
1977-11-27T06:00:00,1374.000,.10233,.00135,.00000,.04306,.05613
1977-11-27T07:00:00,1375.000,.10021,.00132,.00000,.04229,.05510
1977-11-27T08:00:00,1376.000,.09817,.00129,.00000,.04155,.05409
1977-11-27T09:00:00,1377.000,.09619,.00127,.00000,.04084,.05312
1977-11-27T10:00:00,1378.000,.09429,.00124,.00000,.04014,.05218
1977-11-27T11:00:00,1379.000,.09244,.00122,.00000,.03947,.05127
1977-11-27T12:00:00,1380.000,.09066,.00119,.00000,.03883,.05038
1977-11-27T13:00:00,1381.000,.08894,.00117,.00000,.03820,.04952
1977-11-27T14:00:00,1382.000,.08779,.00115,.00000,.03787,.04912
1977-11-27T15:00:00,1383.000,.08736,.00113,.00000,.03785,.04921
1977-11-27T16:00:00,1384.000,.08633,.00111,.00000,.03735,.04867
1977-11-27T17:00:00,1385.000,.08484,.00109,.00000,.03658,.04780
1977-11-27T18:00:00,1386.000,.08338,.00107,.00000,.03590,.04702
1977-11-27T19:00:00,1387.000,.08196,.00105,.00000,.03526,.04626
1977-11-27T20:00:00,1388.000,.08059,.00104,.00000,.03467,.04551
1977-11-27T21:00:00,1389.000,.07924,.00102,.00000,.03411,.04479
1977-11-27T22:00:00,1390.000,.07794,.00100,.00000,.03359,.04408
1977-11-27T23:00:00,1391.000,.07667,.00099,.00000,.03309,.04338
1977-11-28T00:00:00,1392.000,.07543,.00097,.00000,.03261,.04270
1977-11-28T01:00:00,1393.000,.07422,.00096,.00000,.03215,.04203
1977-11-28T02:00:00,1394.000,.07304,.00095,.00000,.03172,.04138
1977-11-28T03:00:00,1395.000,.07189,.00093,.00000,.03130,.04074
1977-11-28T04:00:00,1396.000,.07077,.00092,.00000,.03089,.04012
1977-11-28T05:00:00,1397.000,.06967,.00091,.00000,.03050,.03952
1977-11-28T06:00:00,1398.000,.06860,.00090,.00000,.03012,.03893
1977-11-28T07:00:00,1399.000,.06756,.00089,.00000,.02976,.03836
1977-11-28T08:00:00,1400.000,.06653,.00087,.00000,.02940,.03781
1977-11-28T09:00:00,1401.000,.06554,.00086,.00000,.02906,.03728
1977-11-28T10:00:00,1402.000,.06456,.00085,.00000,.02873,.03676
1977-11-28T11:00:00,1403.000,.06361,.00084,.00000,.02841,.03626
1977-11-28T12:00:00,1404.000,.06268,.00083,.00000,.02810,.03577
1977-11-28T13:00:00,1405.000,.06178,.00082,.00000,.02780,.03530
1977-11-28T14:00:00,1406.000,.06204,.00088,.00000,.02823,.03585
1977-11-28T15:00:00,1407.000,.06383,.00101,.00000,.02954,.03760
1977-11-28T16:00:00,1408.000,.06415,.00104,.00000,.02971,.03783
1977-11-28T17:00:00,1409.000,.06335,.00101,.00000,.02917,.03719
1977-11-28T18:00:00,1410.000,.06257,.00099,.00000,.02872,.03666
1977-11-28T19:00:00,1411.000,.06182,.00097,.00000,.02831,.03616
1977-11-28T20:00:00,1412.000,.06109,.00095,.00000,.02795,.03569
1977-11-28T21:00:00,1413.000,.06040,.00093,.00000,.02762,.03526
1977-11-28T22:00:00,1414.000,.05971,.00092,.00000,.02732,.03483
1977-11-28T23:00:00,1415.000,.05904,.00090,.00000,.02704,.03442
1977-11-29T00:00:00,1416.000,.05837,.00089,.00000,.02677,.03402
1977-11-29T01:00:00,1417.000,.05781,.00087,.00000,.02652,.03362
1977-11-29T02:00:00,1418.000,.05724,.00086,.00000,.02628,.03324
1977-11-29T03:00:00,1419.000,.05666,.00085,.00000,.02604,.03286
1977-11-29T04:00:00,1420.000,.05607,.00084,.00000,.02582,.03249
1977-11-29T05:00:00,1421.000,.05548,.00083,.00000,.02560,.03212
1977-11-29T06:00:00,1422.000,.05489,.00082,.00000,.02539,.03177
1977-11-29T07:00:00,1423.000,.05430,.00081,.00000,.02519,.03142
1977-11-29T08:00:00,1424.000,.05371,.00080,.00000,.02499,.03109
1977-11-29T09:00:00,1425.000,.05313,.00079,.00000,.02479,.03076
1977-11-29T10:00:00,1426.000,.05255,.00078,.00000,.02461,.03045
1977-11-29T11:00:00,1427.000,.05199,.00078,.00000,.02443,.03014
1977-11-29T12:00:00,1428.000,.05249,.00091,.00000,.02502,.03082
1977-11-29T13:00:00,1429.000,.05352,.00109,.00000,.02597,.03181
1977-11-29T14:00:00,1430.000,.05458,.00126,.00000,.02692,.03275
1977-11-29T15:00:00,1431.000,.05786,.00176,.00000,.02955,.03583
1977-11-29T16:00:00,1432.000,.06482,.00287,.00000,.03498,.04257
1977-11-29T17:00:00,1433.000,.07700,.00509,.00017,.04473,.05511
1977-11-29T18:00:00,1434.000,.09834,.01388,.01623,.07158,.07679
1977-11-29T19:00:00,1435.000,.14317,.06871,.08130,.22402,.12233
1977-11-29T20:00:00,1436.000,.24282,.22425,.13953,.82707,.22500
1977-11-29T21:00:00,1437.000,.40387,.42455,.13987,1.90901,.40893
1977-11-29T22:00:00,1438.000,.65106,.66457,.12505,3.12197,.80603
1977-11-29T23:00:00,1439.000,1.05870,.90699,.10997,4.80617,1.70997
1977-11-30T00:00:00,1440.000,1.81252,1.08498,.10320,9.12863,3.53115
1977-11-30T01:00:00,1441.000,3.51255,1.19771,.10542,17.07126,7.64908
1977-11-30T02:00:00,1442.000,7.69484,1.26601,.10726,24.84517,15.10537
1977-11-30T03:00:00,1443.000,17.23878,1.29734,.10240,29.92364,23.90909
1977-11-30T04:00:00,1444.000,26.83951,1.29376,.09477,31.76417,28.81491
1977-11-30T05:00:00,1445.000,35.20338,1.26009,.08346,32.14990,31.49329
1977-11-30T06:00:00,1446.000,39.19151,1.21342,.07483,31.53324,32.01480
1977-11-30T07:00:00,1447.000,40.93846,1.15609,.06710,30.35515,31.55071
1977-11-30T08:00:00,1448.000,40.93196,1.08894,.05987,28.67323,30.31542
1977-11-30T09:00:00,1449.000,39.89364,1.02955,.05435,27.00422,28.85798
1977-11-30T10:00:00,1450.000,38.32840,.97252,.04950,25.28748,27.24274
1977-11-30T11:00:00,1451.000,36.51210,.91981,.04530,23.62417,25.60387
1977-11-30T12:00:00,1452.000,34.58644,.87119,.04161,22.04027,23.99302
1977-11-30T13:00:00,1453.000,32.64459,.82646,.03833,20.55326,22.44567
1977-11-30T14:00:00,1454.000,30.76199,.78758,.03574,19.18782,20.99654
1977-11-30T15:00:00,1455.000,29.17959,.76051,.03425,18.09008,19.80860
1977-11-30T16:00:00,1456.000,27.73654,.74145,.03268,17.13375,18.74667
1977-11-30T17:00:00,1457.000,26.14773,.73337,.03086,16.17722,17.60930
1977-11-30T18:00:00,1458.000,24.68859,.74111,.02921,15.47971,16.63389
1977-11-30T19:00:00,1459.000,23.46926,.75548,.02768,15.13796,15.92681
1977-11-30T20:00:00,1460.000,22.59586,.76565,.02635,15.10173,15.53203
1977-11-30T21:00:00,1461.000,21.98077,.76786,.02500,15.28156,15.39076
1977-11-30T22:00:00,1462.000,21.67071,.76082,.02373,15.52188,15.45224
1977-11-30T23:00:00,1463.000,21.58112,.74726,.02261,15.67375,15.58662
1977-12-01T00:00:00,1464.000,21.58102,.72875,.02150,15.67332,15.68861
