Simulated discharge at the outlet at every model timestep.
Date_yyyy-mm-dd_hours(iso8601format),Time(hours),Outlet_Discharge(m3/s)
1980-08-01T07:58:10,5119.96969,.27021
1980-08-01T08:58:10,5120.96969,.27199
1980-08-01T09:58:10,5121.96969,.27388
1980-08-01T10:58:10,5122.96969,.27586
1980-08-01T11:58:10,5123.96969,.27792
1980-08-01T12:58:10,5124.96969,.28002
1980-08-01T13:58:10,5125.96969,.28216
1980-08-01T14:58:10,5126.96969,.28431
1980-08-01T15:58:10,5127.96969,.28645
1980-08-01T16:58:10,5128.96969,.28856
1980-08-01T17:58:10,5129.96969,.29062
1980-08-01T18:58:10,5130.96969,.29261
1980-08-01T19:58:10,5131.96969,.29451
1980-08-01T20:58:10,5132.96969,.29632
1980-08-01T21:58:10,5133.96969,.29802
1980-08-01T22:58:10,5134.96969,.29961
1980-08-01T23:58:10,5135.96969,.30108
1980-08-02T00:58:10,5136.96969,.30102
1980-08-02T01:58:10,5137.96969,.30084
1980-08-02T02:58:10,5138.96969,.30059
1980-08-02T03:58:10,5139.96969,.30030
1980-08-02T04:58:10,5140.96969,.29989
1980-08-02T05:58:10,5141.96969,.29936
1980-08-02T06:58:10,5142.96969,.29871
1980-08-02T07:58:10,5143.96969,.29797
1980-08-02T08:58:10,5144.96969,.29715
1980-08-02T09:58:10,5145.96969,.29628
1980-08-02T10:58:10,5146.96969,.29535
1980-08-02T11:58:10,5147.96969,.29440
1980-08-02T12:58:10,5148.96969,.29344
1980-08-02T13:58:10,5149.96969,.29247
1980-08-02T14:58:10,5150.96969,.29152
1980-08-02T15:58:10,5151.96969,.29058
1980-08-02T16:58:10,5152.96969,.28969
1980-08-02T17:58:10,5153.96969,.28883
1980-08-02T18:58:10,5154.96969,.28803
1980-08-02T19:58:10,5155.96969,.28729
1980-08-02T20:58:10,5156.96969,.28661
1980-08-02T21:58:10,5157.96969,.28599
1980-08-02T22:58:10,5158.96969,.28545
1980-08-02T23:58:10,5159.96969,.28497
1980-08-03T00:58:10,5160.96969,.28450
1980-08-03T01:58:10,5161.96969,.28411
1980-08-03T02:58:10,5162.96969,.28380
1980-08-03T03:58:10,5163.96969,.28355
1980-08-03T04:58:10,5164.96969,.28335
1980-08-03T05:58:10,5165.96969,.28319
1980-08-03T06:58:10,5166.96969,.28306
1980-08-03T07:58:10,5167.96969,.28296
1980-08-03T08:58:10,5168.96969,.28288
1980-08-03T09:58:10,5169.96969,.28282
1980-08-03T10:58:10,5170.96969,.28277
1980-08-03T11:58:10,5171.96969,.28272
1980-08-03T12:58:10,5172.96969,.28268
1980-08-03T13:58:10,5173.96969,.28264
1980-08-03T14:58:10,5174.96969,.28259
1980-08-03T15:58:10,5175.96969,.28254
1980-08-03T16:58:10,5176.96969,.28248
1980-08-03T17:58:10,5177.96969,.28241
1980-08-03T18:58:10,5178.96969,.28233
1980-08-03T19:58:10,5179.96969,.28223
1980-08-03T20:58:10,5180.96969,.28213
1980-08-03T21:58:10,5181.96969,.28201
1980-08-03T22:58:10,5182.96969,.28188
1980-08-03T23:58:10,5183.96969,.28173
1980-08-04T00:58:10,5184.96969,.28101
1980-08-04T01:58:10,5185.96969,.28028
1980-08-04T02:58:10,5186.96969,.27955
1980-08-04T03:58:10,5187.96969,.27882
1980-08-04T04:58:10,5188.96969,.27804
1980-08-04T05:58:10,5189.96969,.27723
1980-08-04T06:58:10,5190.96969,.27642
1980-08-04T07:58:10,5191.96969,.27558
1980-08-04T08:58:10,5192.96969,.27473
1980-08-04T09:58:10,5193.96969,.27385
1980-08-04T10:58:10,5194.96969,.27295
1980-08-04T11:58:10,5195.96969,.27204
1980-08-04T12:58:10,5196.96969,.27111
1980-08-04T13:58:10,5197.96969,.27018
1980-08-04T14:58:10,5198.96969,.26924
1980-08-04T15:58:10,5199.96969,.26830
1980-08-04T16:58:10,5200.96969,.26736
1980-08-04T17:58:10,5201.96969,.26643
1980-08-04T18:58:10,5202.96969,.26551
1980-08-04T19:58:10,5203.96969,.26460
1980-08-04T20:58:10,5204.96969,.26371
1980-08-04T21:58:10,5205.96969,.26284
1980-08-04T22:58:10,5206.96969,.26199
1980-08-04T23:58:10,5207.96969,.26116
1980-08-05T00:58:10,5208.96969,.25995
1980-08-05T01:58:10,5209.96969,.25876
1980-08-05T02:58:10,5210.96969,.25761
1980-08-05T03:58:10,5211.96969,.25648
1980-08-05T04:58:10,5212.96969,.25537
1980-08-05T05:58:10,5213.96969,.25426
1980-08-05T06:58:10,5214.96969,.25316
1980-08-05T07:58:10,5215.96969,.25207
1980-08-05T08:58:10,5216.96969,.25097
1980-08-05T09:58:10,5217.96969,.24987
1980-08-05T10:58:10,5218.96969,.24878
1980-08-05T11:58:10,5219.96969,.24769
1980-08-05T12:58:10,5220.96969,.24660
1980-08-05T13:58:10,5221.96969,.24551
1980-08-05T14:58:10,5222.96969,.24443
1980-08-05T15:58:10,5223.96969,.24335
1980-08-05T16:58:10,5224.96969,.24229
1980-08-05T17:58:10,5225.96969,.24123
1980-08-05T18:58:10,5226.96969,.24019
1980-08-05T19:58:10,5227.96969,.23917
1980-08-05T20:58:10,5228.96969,.23816
1980-08-05T21:58:10,5229.96969,.23718
1980-08-05T22:58:10,5230.96969,.23621
1980-08-05T23:58:10,5231.96969,.23527
1980-08-06T00:58:10,5232.96969,.23883
1980-08-06T01:58:10,5233.96969,.24238
1980-08-06T02:58:10,5234.96969,.24576
1980-08-06T03:58:10,5235.96969,.24908
1980-08-06T04:58:10,5236.96969,.25248
1980-08-06T05:58:10,5237.96969,.25604
1980-08-06T06:58:10,5238.96969,.25980
1980-08-06T07:58:10,5239.96969,.26377
1980-08-06T08:58:10,5240.96969,.26795
1980-08-06T09:58:10,5241.96969,.27233
1980-08-06T10:58:10,5242.96969,.27691
1980-08-06T11:58:10,5243.96969,.28165
1980-08-06T12:58:10,5244.96969,.28653
1980-08-06T13:58:10,5245.96969,.29153
1980-08-06T14:58:10,5246.96969,.29662
1980-08-06T15:58:10,5247.96969,.30176
1980-08-06T16:58:10,5248.96969,.30696
1980-08-06T17:58:10,5249.96969,.31215
1980-08-06T18:58:10,5250.96969,.31728
1980-08-06T19:58:10,5251.96969,.32233
1980-08-06T20:58:10,5252.96969,.32725
1980-08-06T21:58:10,5253.96969,.33205
1980-08-06T22:58:10,5254.96969,.33672
1980-08-06T23:58:10,5255.96969,.34126
1980-08-07T00:55:11,5256.91974,.34890
1980-08-07T01:51:26,5257.85724,.35653
1980-08-07T02:47:41,5258.79474,.36415
1980-08-07T03:43:56,5259.73224,.37190
1980-08-07T04:40:11,5260.66974,.37990
1980-08-07T05:36:26,5261.60724,.38825
1980-08-07T06:32:41,5262.54474,.39703
