Date_dd/mm/yyyy_hours  Time(hours)  Outlet_Discharge(m3/s)
01/10/1977_00:03:00          0.05000000          0.00000000
01/10/1977_00:06:05          0.10150000          0.00000000
01/10/1977_00:09:16          0.15454500          0.00000000
01/10/1977_00:12:33          0.20918135          0.00000000
01/10/1977_00:15:55          0.26545679          0.00000000
01/10/1977_00:19:24          0.32342049          0.00000000
01/10/1977_00:22:59          0.38312311          0.00000000
01/10/1977_00:26:40          0.44461680          0.00000000
01/10/1977_00:30:28          0.50795531          0.00000000
01/10/1977_00:34:23          0.57319397          0.00000000
01/10/1977_00:38:25          0.64038978          0.00000000
01/10/1977_00:42:34          0.70960148          0.00000000
01/10/1977_00:46:51          0.78088952          0.00000000
01/10/1977_00:51:15          0.85431621          0.00000000
01/10/1977_00:55:47          0.92994569          0.00000000
01/10/1977_01:00:28          1.00784407          0.00000000
01/10/1977_01:05:17          1.08807939          0.00000000
01/10/1977_01:10:14          1.17072177          0.00000000
01/10/1977_01:15:21          1.25584342          0.00000000
01/10/1977_01:20:36          1.34351872          0.00000000
01/10/1977_01:26:01          1.43382429          0.00000000
01/10/1977_01:31:36          1.52683901          0.02054692
01/10/1977_01:37:21          1.62264419          0.04687174
01/10/1977_01:43:16          1.72132351          0.07794347
01/10/1977_01:49:22          1.82296322          0.11327476
01/10/1977_01:55:39          1.92765211          0.15221365
01/10/1977_02:02:07          2.03548168          0.19412363
01/10/1977_02:08:47          2.14654613          0.23839163
01/10/1977_02:15:39          2.26094251          0.28442627
01/10/1977_02:22:43          2.37877079          0.33165861
01/10/1977_02:30:00          2.50013391          0.37954289
01/10/1977_02:37:30          2.62513793          0.42756224
01/10/1977_02:45:14          2.75389206          0.47523195
01/10/1977_02:53:11          2.88650883          0.52210488
01/10/1977_03:01:23          3.02310409          0.56777438
01/10/1977_03:09:49          3.16379721          0.61187851
01/10/1977_03:18:31          3.30871113          0.65410141
01/10/1977_03:27:28          3.45797246          0.69417534
01/10/1977_03:36:42          3.61171164          0.73188142
01/10/1977_03:46:12          3.77006299          0.76704804
01/10/1977_03:55:59          3.93316488          0.79954880
01/10/1977_04:06:04          4.10115982          0.82930055
01/10/1977_04:16:27          4.27419462          0.85626012
01/10/1977_04:27:08          4.45242046          0.88042100
01/10/1977_04:38:09          4.63599307          0.90180991
01/10/1977_04:49:30          4.82507286          0.92048251
01/10/1977_05:01:11          5.01982505          0.93651975
01/10/1977_05:13:13          5.22041980          0.95002386
01/10/1977_05:25:37          5.42703239          0.96111473
01/10/1977_05:38:23          5.63984336          0.96992647
01/10/1977_05:51:32          5.85903867          0.97660383
01/10/1977_06:05:05          6.08480983          0.98129992
01/10/1977_06:19:02          6.31735412          0.98417315
01/10/1977_06:33:24          6.55687474          0.98538504
01/10/1977_06:48:12          6.80358099          0.98509873
01/10/1977_07:03:27          7.05768842          0.98347659
01/10/1977_07:19:09          7.31941907          0.98067970
01/10/1977_07:35:20          7.58900164          0.97686602
01/10/1977_07:52:00          7.86667169          0.97218996
01/10/1977_08:09:09          8.15267184          0.96680169
01/10/1977_08:26:50          8.44725200          0.96084620
01/10/1977_08:45:02          8.75066956          0.95446372
01/10/1977_09:03:47          9.06318964          0.94778908
01/10/1977_09:23:06          9.38508533          0.94095155
01/10/1977_09:42:59          9.71663789          0.93407544
01/10/1977_10:03:29         10.05813703          0.92728008
01/10/1977_10:24:35         10.40988114          0.92069855
01/10/1977_10:46:19         10.77217757          0.91446079
01/10/1977_11:08:43         11.14534290          0.90866520
01/10/1977_11:31:46         11.52970319          0.90340850
01/10/1977_11:55:32         11.92559428          0.89878608
01/10/1977_12:20:00         12.33336211          0.89489246
01/10/1977_12:45:12         12.75336297          0.89182040
01/10/1977_13:11:09         13.18596386          0.88966086
01/10/1977_13:37:53         13.63154278          0.88850088
01/10/1977_14:05:25         14.09048906          0.88842108
01/10/1977_14:33:47         14.56320373          0.88949032
01/10/1977_15:03:00         15.05009985          0.89175890
01/10/1977_15:33:05         15.55160284          0.89524953
01/10/1977_16:04:05         16.06815093          0.89994610
01/10/1977_16:36:00         16.60019546          0.90578056
01/10/1977_17:08:53         17.14820132          0.91262026
01/10/1977_17:42:45         17.71264736          0.92025675
01/10/1977_18:17:38         18.29402678          0.92839929
01/10/1977_18:53:34         18.89284758          0.93667523
01/10/1977_19:30:34         19.50963301          0.94463713
01/10/1977_20:08:41         20.14492200          0.95178285
01/10/1977_20:47:57         20.79926966          0.95758161
01/10/1977_21:28:23         21.47324775          0.96150744
01/10/1977_22:10:02         22.16744518          0.96307480
01/10/1977_22:52:56         22.88246854          0.96187195
01/10/1977_23:37:08         23.61894259          0.95758793
02/10/1977_00:22:39         24.37751087          0.95002969
02/10/1977_01:09:31         25.15883620          0.93912801
02/10/1977_01:57:48         25.96360128          0.92493454
02/10/1977_02:47:33         26.79250932          0.90760740
02/10/1977_03:38:46         27.64628460          0.88739432
02/10/1977_04:31:32         28.52567314          0.86460843
02/10/1977_05:25:53         29.43144333          0.83960564
02/10/1977_06:21:51         30.36438663          0.81276539
02/10/1977_07:19:31         31.32531823          0.78447054
02/10/1977_08:18:54         32.31507778          0.75509291
02/10/1977_09:18:54         33.31507778          0.72554286
02/10/1977_10:18:54         34.31507778          0.69641274
02/10/1977_11:18:54         35.31507778          0.66792488
02/10/1977_12:18:54         36.31507778          0.64024389
02/10/1977_13:18:54         37.31507778          0.61348556
02/10/1977_14:18:54         38.31507778          0.58772375
02/10/1977_15:18:54         39.31507778          0.56300113
02/10/1977_16:18:54         40.31507778          0.53933795
02/10/1977_17:18:54         41.31507778          0.51673483
02/10/1977_18:18:54         42.31507778          0.49517868
02/10/1977_19:18:54         43.31507778          0.47464667
02/10/1977_20:18:54         44.31507778          0.45510794
02/10/1977_21:18:54         45.31507778          0.43652747
02/10/1977_22:18:54         46.31507778          0.41886647
02/10/1977_23:18:54         47.31507778          0.40208552
03/10/1977_00:18:54         48.31507778          0.38614325
03/10/1977_01:18:54         49.31507778          0.37099880
03/10/1977_02:18:54         50.31507778          0.35661177
03/10/1977_03:18:54         51.31507778          0.34294289
03/10/1977_04:18:54         52.31507778          0.32995396
03/10/1977_05:18:54         53.31507778          0.31760823
03/10/1977_06:18:54         54.31507778          0.30587050
03/10/1977_07:18:54         55.31507778          0.29470724
03/10/1977_08:18:54         56.31507778          0.28408704
03/10/1977_09:18:54         57.31507778          0.27397932
03/10/1977_10:18:54         58.31507778          0.26435572
03/10/1977_11:18:54         59.31507778          0.25518934
03/10/1977_12:18:54         60.31507778          0.24645464
03/10/1977_13:18:54         61.31507778          0.23812761
03/10/1977_14:18:54         62.31507778          0.23018598
03/10/1977_15:18:54         63.31507778          0.22260854
03/10/1977_16:18:54         64.31507778          0.21537555
03/10/1977_17:18:54         65.31507778          0.20846816
03/10/1977_18:18:54         66.31507778          0.20186859
03/10/1977_19:18:54         67.31507778          0.19556045
03/10/1977_20:18:54         68.31507778          0.18952836
03/10/1977_21:18:54         69.31507778          0.18375757
03/10/1977_22:18:54         70.31507778          0.17823420
03/10/1977_23:18:54         71.31507778          0.17294543
04/10/1977_00:18:54         72.31507778          0.16787901
04/10/1977_01:18:54         73.31507778          0.16302382
04/10/1977_02:18:54         74.31507778          0.15836884
04/10/1977_03:18:54         75.31507778          0.15390418
04/10/1977_04:18:54         76.31507778          0.14962018
04/10/1977_05:18:54         77.31507778          0.14550778
04/10/1977_06:18:54         78.31507778          0.14155868
04/10/1977_07:18:54         79.31507778          0.13776472
04/10/1977_08:18:54         80.31507778          0.13411851
04/10/1977_09:18:54         81.31507778          0.13061292
04/10/1977_10:18:54         82.31507778          0.12724129
04/10/1977_11:18:54         83.31507778          0.12399736
04/10/1977_12:18:54         84.31507778          0.12087520
04/10/1977_13:18:54         85.31507778          0.11786906
04/10/1977_14:18:54         86.31507778          0.11497361
04/10/1977_15:18:54         87.31507778          0.11218371
04/10/1977_16:18:54         88.31507778          0.10949474
04/10/1977_17:18:54         89.31507778          0.10690216
04/10/1977_18:18:54         90.31507778          0.10440167
04/10/1977_19:18:54         91.31507778          0.10198926
04/10/1977_20:18:54         92.31507778          0.09966110
04/10/1977_21:18:54         93.31507778          0.09741349
04/10/1977_22:18:54         94.31507778          0.09524298
04/10/1977_23:18:54         95.31507778          0.09314627
05/10/1977_00:18:54         96.31507778          0.09112028
05/10/1977_01:18:54         97.31507778          0.08916205
05/10/1977_02:18:54         98.31507778          0.08726873
05/10/1977_03:18:54         99.31507778          0.08543776
05/10/1977_04:18:54        100.31507778          0.08366651
05/10/1977_05:18:54        101.31507778          0.08195256
05/10/1977_06:18:54        102.31507778          0.08029363
05/10/1977_07:18:54        103.31507778          0.07868746
05/10/1977_08:18:54        104.31507778          0.07713203
05/10/1977_09:18:54        105.31507778          0.07562541
05/10/1977_10:18:54        106.31507778          0.07416564
05/10/1977_11:18:54        107.31507778          0.07275088
05/10/1977_12:18:54        108.31507778          0.07137944
05/10/1977_13:18:54        109.31507778          0.07004969
05/10/1977_14:18:54        110.31507778          0.06876007
05/10/1977_15:18:54        111.31507778          0.06750907
05/10/1977_16:18:54        112.31507778          0.06629523
05/10/1977_17:18:54        113.31507778          0.06511724
05/10/1977_18:18:54        114.31507778          0.06397374
05/10/1977_19:18:54        115.31507778          0.06286355
05/10/1977_20:18:54        116.31507778          0.06178542
05/10/1977_21:18:54        117.31507778          0.06073820
05/10/1977_22:03:06        118.05172235          0.06454163
05/10/1977_22:06:12        118.10344471          0.06915413
05/10/1977_22:09:18        118.15516706          0.07389699
05/10/1977_22:12:24        118.20688942          0.07875404
05/10/1977_22:15:31        118.25861177          0.08372460
05/10/1977_22:18:37        118.31033413          0.08880815
05/10/1977_22:21:43        118.36205648          0.09400433
05/10/1977_22:24:49        118.41377884          0.09931296
05/10/1977_22:27:55        118.46550119          0.10473401
05/10/1977_22:31:02        118.51722354          0.11026760
05/10/1977_22:34:08        118.56894590          0.11591397
05/10/1977_22:37:14        118.62066825          0.12167350
05/10/1977_22:40:20        118.67239061          0.12754670
05/10/1977_22:43:26        118.72411296          0.13353420
05/10/1977_22:46:33        118.77583532          0.13963673
05/10/1977_22:49:39        118.82755767          0.14585517
05/10/1977_22:52:45        118.87928002          0.15219048
05/10/1977_22:55:51        118.93100238          0.15864373
05/10/1977_22:58:57        118.98272473          0.16521610
05/10/1977_23:01:59        119.03330000          0.17205353
05/10/1977_23:04:59        119.08330000          0.17909196
05/10/1977_23:07:59        119.13330000          0.18626076
05/10/1977_23:10:59        119.18330000          0.19356045
05/10/1977_23:13:59        119.23330000          0.20099264
05/10/1977_23:16:59        119.28330000          0.20855903
05/10/1977_23:19:59        119.33330000          0.21626139
05/10/1977_23:22:59        119.38330000          0.22410155
05/10/1977_23:25:59        119.43330000          0.23208144
05/10/1977_23:28:59        119.48330000          0.24020303
05/10/1977_23:31:59        119.53330000          0.24846835
05/10/1977_23:34:59        119.58330000          0.25687948
05/10/1977_23:37:59        119.63330000          0.26543856
05/10/1977_23:40:59        119.68330000          0.27414775
05/10/1977_23:43:59        119.73330000          0.28300928
05/10/1977_23:46:59        119.78330000          0.29202537
05/10/1977_23:49:59        119.83330000          0.30119827
05/10/1977_23:52:59        119.88330000          0.31053027
05/10/1977_23:55:59        119.93330000          0.32002365
05/10/1977_23:58:59        119.98330000          0.32968070
06/10/1977_00:01:59        120.03330000          0.33948128
06/10/1977_00:04:59        120.08330000          0.34943785
06/10/1977_00:07:59        120.13330000          0.35956383
06/10/1977_00:10:59        120.18330000          0.36986156
06/10/1977_00:13:59        120.23330000          0.38033327
06/10/1977_00:16:59        120.28330000          0.39098114
06/10/1977_00:19:59        120.33330000          0.40180733
06/10/1977_00:22:59        120.38330000          0.41281399
06/10/1977_00:25:59        120.43330000          0.42400321
06/10/1977_00:28:59        120.48330000          0.43537776
06/10/1977_00:31:59        120.53330000          0.44694318
06/10/1977_00:34:59        120.58330000          0.45870729
06/10/1977_00:37:59        120.63330000          0.47069632
06/10/1977_00:40:59        120.68330000          0.48292967
06/10/1977_00:43:59        120.73330000          0.49543765
06/10/1977_00:46:59        120.78330000          0.50825638
06/10/1977_00:49:59        120.83330000          0.52142705
06/10/1977_00:52:59        120.88330000          0.53499486
06/10/1977_00:55:59        120.93330000          0.54900781
06/10/1977_00:58:59        120.98330000          0.56351531
06/10/1977_01:01:59        121.03330000          0.57856678
06/10/1977_01:04:59        121.08330000          0.59421817
06/10/1977_01:07:59        121.13330000          0.61053869
06/10/1977_01:10:59        121.18330000          0.62760108
06/10/1977_01:13:59        121.23330000          0.64548500
06/10/1977_01:16:59        121.28330000          0.66427826
06/10/1977_01:19:59        121.33330000          0.68407842
06/10/1977_01:22:59        121.38330000          0.70499500
06/10/1977_01:25:59        121.43330000          0.72715235
06/10/1977_01:28:59        121.48330000          0.75069372
06/10/1977_01:31:59        121.53330000          0.77578707
06/10/1977_01:34:59        121.58330000          0.80263357
06/10/1977_01:37:59        121.63330000          0.83147883
06/10/1977_01:40:59        121.68330000          0.86262937
06/10/1977_01:43:59        121.73330000          0.89647607
06/10/1977_01:46:59        121.78330000          0.93352753
06/10/1977_01:49:59        121.83330000          0.97445838
06/10/1977_01:52:59        121.88330000          1.02017764
06/10/1977_01:55:59        121.93330000          1.07192674
06/10/1977_01:58:59        121.98330000          1.13141956
06/10/1977_02:01:59        122.03330000          1.20103960
06/10/1977_02:04:59        122.08330000          1.28411670
06/10/1977_02:07:59        122.13330000          1.38530810
06/10/1977_02:10:59        122.18330000          1.51111146
06/10/1977_02:13:59        122.23330000          1.67052996
06/10/1977_02:16:59        122.28330000          1.87592696
06/10/1977_02:19:59        122.33330000          2.14408776
06/10/1977_02:22:59        122.38330000          2.49746037
06/10/1977_02:25:59        122.43330000          2.96552738
06/10/1977_02:28:59        122.48330000          3.58624722
06/10/1977_02:31:59        122.53330000          4.40734852
06/10/1977_02:34:59        122.58330000          5.48714515
06/10/1977_02:37:59        122.63330000          6.89485939
06/10/1977_02:40:59        122.68330000          8.71013755
06/10/1977_02:43:59        122.73330000         11.02155044
06/10/1977_02:46:59        122.78330000         13.92470118
06/10/1977_02:49:59        122.83330000         17.51954522
06/10/1977_02:52:59        122.88330000         21.90817845
06/10/1977_02:55:59        122.93330000         27.19250768
06/10/1977_02:58:59        122.98330000         33.47243642
06/10/1977_03:01:59        123.03330000         40.84463853
06/10/1977_03:04:59        123.08330000         49.40027038
06/10/1977_03:07:59        123.13330000         59.22481649
06/10/1977_03:10:59        123.18330000         70.39449203
06/10/1977_03:13:59        123.23330000         82.97394997
06/10/1977_03:16:59        123.28330000         97.01095348
06/10/1977_03:19:59        123.33330000        112.53172816
06/10/1977_03:22:59        123.38330000        129.53536453
06/10/1977_03:25:59        123.43330000        147.98632523
06/10/1977_03:28:59        123.48330000        167.80843342
06/10/1977_03:31:59        123.53330000        188.87807899
06/10/1977_03:34:59        123.58330000        211.01705659
06/10/1977_03:37:59        123.63330000        233.98482374
06/10/1977_03:40:59        123.68330000        257.46366680
06/10/1977_03:43:59        123.73330000        280.90560958
06/10/1977_03:46:59        123.78330000        304.94454311
06/10/1977_03:49:59        123.83330000        330.24853165
06/10/1977_03:52:59        123.88330000        356.35392020
06/10/1977_03:55:59        123.93330000        383.09744434
06/10/1977_03:58:59        123.98330000        410.32715731
06/10/1977_04:01:59        124.03330000        437.87478976
06/10/1977_04:04:59        124.08330000        465.55216192
06/10/1977_04:07:59        124.13330000        493.15954615
06/10/1977_04:10:59        124.18330000        520.49998772
06/10/1977_04:13:59        124.23330000        547.39385173
06/10/1977_04:16:59        124.28330000        573.69182371
06/10/1977_04:19:59        124.33330000        599.33713181
06/10/1977_04:22:59        124.38330000        624.21861505
06/10/1977_04:25:59        124.43330000        648.26432172
06/10/1977_04:28:59        124.48330000        671.44707283
06/10/1977_04:31:59        124.53330000        693.76357192
06/10/1977_04:34:59        124.58330000        715.22590572
06/10/1977_04:37:59        124.63330000        735.85934634
06/10/1977_04:40:59        124.68330000        755.69989298
06/10/1977_04:43:59        124.73330000        774.79150717
06/10/1977_04:46:59        124.78330000        793.18354837
06/10/1977_04:49:59        124.83330000        810.92856325
06/10/1977_04:52:59        124.88330000        828.08049798
06/10/1977_04:55:59        124.93330000        844.69329872
06/10/1977_04:58:59        124.98330000        860.81985873
06/10/1977_05:02:08        125.03580000        877.26765263
06/10/1977_05:05:27        125.09092500        894.07562709
06/10/1977_05:08:55        125.14880625        911.28031837
06/10/1977_05:12:34        125.20958156        928.91881589
06/10/1977_05:16:24        125.27339564        947.02405653
06/10/1977_05:20:25        125.34040042        965.61976198
06/10/1977_05:24:38        125.41075544        984.71566173
06/10/1977_05:29:04        125.48462822       1004.30373033
06/10/1977_05:33:43        125.56219463       1024.35583006
06/10/1977_05:38:37        125.64363936       1044.82283231
06/10/1977_05:43:44        125.72915633       1065.63497084
06/10/1977_05:49:08        125.81894914       1086.70348015
06/10/1977_05:54:47        125.91323160       1107.92282520
06/10/1977_06:00:44        126.01222818       1129.11107696
06/10/1977_06:06:58        126.11617459       1149.66631730
06/10/1977_06:13:31        126.22531832       1169.28485199
06/10/1977_06:20:23        126.33991923       1187.54413776
06/10/1977_06:27:36        126.46025020       1204.04341902
06/10/1977_06:35:11        126.58659771       1218.43025119
06/10/1977_06:43:09        126.71926259       1230.39850928
06/10/1977_06:51:30        126.85856072       1239.64995352
06/10/1977_07:00:17        127.00482376       1245.83379217
06/10/1977_07:09:30        127.15839994       1248.45793873
06/10/1977_07:19:10        127.31965494       1246.95673584
06/10/1977_07:29:20        127.48897269       1240.71119905
06/10/1977_07:40:00        127.66675632       1229.16948525
06/10/1977_07:51:12        127.85342914       1211.98839715
06/10/1977_08:02:57        128.04943560       1189.14141387
06/10/1977_08:15:18        128.25524238       1160.89254088
06/10/1977_08:28:16        128.47133949       1127.86374097
06/10/1977_08:41:53        128.69824147       1090.76164707
06/10/1977_08:56:11        128.93648854       1050.24496316
06/10/1977_09:11:11        129.18664797       1006.76326292
06/10/1977_09:26:57        129.44931537        960.47756844
06/10/1977_09:43:30        129.72511614        911.18490888
06/10/1977_10:00:52        130.01470694        858.57280919
06/10/1977_10:19:07        130.31877729        802.64572852
06/10/1977_10:38:16        130.63805115        743.98335084
06/10/1977_10:58:23        130.97328871        683.75031437
06/10/1977_11:19:31        131.32528815        623.27108820
06/10/1977_11:41:41        131.69488756        563.90198169
06/10/1977_12:04:58        132.08296693        506.73529153
06/10/1977_12:29:25        132.49045028        452.51477585
06/10/1977_12:55:05        132.91830779        401.83982122
06/10/1977_13:22:03        133.36755818        355.09012856
06/10/1977_13:50:21        133.83927109        312.35716735
06/10/1977_14:20:04        134.33456965        273.63980443
06/10/1977_14:51:16        134.85463313        238.83154230
06/10/1977_15:24:02        135.40069979        207.75971387
06/10/1977_15:58:26        135.97406978        180.19741251
06/10/1977_16:34:33        136.57610826        155.88461920
06/10/1977_17:12:29        137.20824868        134.52844072
06/10/1977_17:52:19        137.87199611        115.82948708
06/10/1977_18:34:08        138.56893092         99.51661914
06/10/1977_19:14:21        139.23925780         86.51290743
06/10/1977_19:29:51        139.49773588         82.18488909
06/10/1977_19:45:22        139.75621396         77.91453359
06/10/1977_20:01:39        140.02761595         73.72498983
06/10/1977_20:18:45        140.31258803         69.52949031
06/10/1977_20:36:42        140.61180872         65.42679173
06/10/1977_20:55:33        140.92599044         61.42968638
06/10/1977_21:15:21        141.25588125         57.55034636
06/10/1977_21:36:08        141.60226660         53.79977983
06/10/1977_21:57:57        141.96597122         50.18688838
06/10/1977_22:20:52        142.34786107         46.71845900
06/10/1977_22:44:55        142.74884541         43.39901016
06/10/1977_23:10:11        143.16987897         40.23123977
06/10/1977_23:36:43        143.61196420         37.21599391
07/10/1977_00:04:34        144.07615370         34.35309279
07/10/1977_00:33:48        144.56355267         31.64150199
07/10/1977_01:04:31        145.07532159         29.07868433
07/10/1977_01:36:45        145.61267896         26.66211200
07/10/1977_02:10:36        146.17690419         24.38872612
07/10/1977_02:46:09        146.76934069         22.25535479
07/10/1977_03:23:29        147.39139901         20.25844466
07/10/1977_04:02:40        148.04456025         18.39431872
07/10/1977_04:43:49        148.73037955         16.65891422
07/10/1977_05:27:01        149.45048981         15.04815782
07/10/1977_06:12:23        150.20660559         13.55765712
07/10/1977_07:00:01        151.00052716         12.18288718
07/10/1977_07:50:02        151.83414480         10.91932647
07/10/1977_08:42:34        152.70944333          9.76211376
07/10/1977_09:37:42        153.62850678          8.70649290
07/10/1977_10:35:36        154.59352341          7.74728518
07/10/1977_11:35:36        155.59352341          6.88955394
07/10/1977_12:35:36        156.59352341          6.14824958
07/10/1977_13:35:36        157.59352341          5.50461119
07/10/1977_14:35:36        158.59352341          4.94407760
07/10/1977_15:35:36        159.59352341          4.45444001
07/10/1977_16:35:36        160.59352341          4.02547042
07/10/1977_17:35:36        161.59352341          3.64859003
07/10/1977_18:35:36        162.59352341          3.31643764
07/10/1977_19:35:36        163.59352341          3.02280954
07/10/1977_20:35:36        164.59352341          2.76246556
07/10/1977_21:35:36        165.59352341          2.53095884
07/10/1977_22:35:36        166.59352341          2.32450130
07/10/1977_23:35:36        167.59352341          2.13986948
08/10/1977_00:35:36        168.59352341          1.97430238
08/10/1977_01:35:36        169.59352341          1.82544281
08/10/1977_02:35:36        170.59352341          1.69125791
08/10/1977_03:35:36        171.59352341          1.57000506
08/10/1977_04:35:36        172.59352341          1.46017333
08/10/1977_05:35:36        173.59352341          1.36045470
08/10/1977_06:35:36        174.59352341          1.26971197
08/10/1977_07:35:36        175.59352341          1.18695819
08/10/1977_08:35:36        176.59352341          1.11133149
08/10/1977_09:35:36        177.59352341          1.04207553
08/10/1977_10:35:36        178.59352341          0.97852941
08/10/1977_11:35:36        179.59352341          0.92010985
08/10/1977_12:22:20        180.37243948          0.88457510
08/10/1977_12:44:41        180.74487896          0.87112640
08/10/1977_13:06:00        181.10003176          0.85915584
08/10/1977_13:25:03        181.41759289          0.84967533
08/10/1977_13:44:06        181.73515402          0.84068625
08/10/1977_14:04:06        182.06859320          0.83075849
08/10/1977_14:25:07        182.41870435          0.81678274
08/10/1977_14:47:10        182.78632105          0.80253221
08/10/1977_15:10:20        183.17231859          0.78711495
08/10/1977_15:34:39        183.57761601          0.77018856
08/10/1977_16:00:11        184.00317830          0.75293343
08/10/1977_16:27:00        184.45001870          0.73660482
08/10/1977_16:55:09        184.91920112          0.72004972
08/10/1977_17:24:42        185.41184266          0.70433306
08/10/1977_17:55:44        185.92911628          0.68869483
08/10/1977_18:28:20        186.47225358          0.67244818
08/10/1977_19:02:33        187.04254774          0.65577736
08/10/1977_19:38:28        187.64135662          0.63637111
08/10/1977_20:16:12        188.27010593          0.61664648
08/10/1977_20:55:49        188.93029272          0.59663450
08/10/1977_21:37:24        189.62348884          0.57638577
08/10/1977_22:21:04        190.35134477          0.55595434
08/10/1977_23:06:56        191.11559349          0.53540012
08/10/1977_23:55:05        191.91805465          0.51478862
09/10/1977_00:45:38        192.76063887          0.49419167
09/10/1977_01:38:43        193.64535230          0.47368505
09/10/1977_02:34:27        194.57430140          0.45334687
09/10/1977_03:32:58        195.54969796          0.43325579
09/10/1977_04:32:58        196.54969796          0.41391990
09/10/1977_05:32:58        197.54969796          0.39577355
09/10/1977_06:32:58        198.54969796          0.37875152
09/10/1977_07:32:58        199.54969796          0.36279248
09/10/1977_08:32:58        200.54969796          0.34783438
09/10/1977_09:32:58        201.54969796          0.33381489
09/10/1977_10:16:57        202.28273347          0.32709119
09/10/1977_10:33:55        202.56546693          0.32642035
09/10/1977_10:50:53        202.84820040          0.32583232
09/10/1977_11:08:42        203.14507054          0.32387566
09/10/1977_11:27:24        203.45678419          0.32031336
09/10/1977_11:47:02        203.78408352          0.31663552
09/10/1977_12:07:39        204.12774782          0.31272834
09/10/1977_12:29:18        204.48859533          0.30850133
09/10/1977_12:52:02        204.86748521          0.30415753
09/10/1977_13:15:55        205.26531960          0.29970430
09/10/1977_13:40:58        205.68304570          0.29515004
09/10/1977_14:07:17        206.12165810          0.29050367
09/10/1977_14:34:55        206.58220113          0.28577508
09/10/1977_15:03:56        207.06577130          0.28097539
09/10/1977_15:34:24        207.57351999          0.27611727
09/10/1977_16:06:23        208.10665611          0.27121489
09/10/1977_16:39:59        208.66644903          0.26628393
09/10/1977_17:15:15        209.25423161          0.26134136
09/10/1977_17:52:17        209.87140331          0.25640492
09/10/1977_18:31:09        210.51943359          0.25151880
09/10/1977_19:11:59        211.19986539          0.24669990
09/10/1977_19:54:51        211.91431878          0.24195607
09/10/1977_20:39:52        212.66449484          0.23729369
09/10/1977_21:27:07        213.45217970          0.23271633
09/10/1977_22:16:45        214.27924881          0.22822391
09/10/1977_23:08:51        215.14767137          0.22381194
10/10/1977_00:03:34        216.05951506          0.21947142
10/10/1977_01:01:01        217.01695093          0.21518911
10/10/1977_02:01:01        218.01695093          0.21096722
10/10/1977_03:01:01        219.01695093          0.20693584
10/10/1977_04:01:01        220.01695093          0.20306817
10/10/1977_05:01:01        221.01695093          0.19934198
10/10/1977_06:01:01        222.01695093          0.19573881
10/10/1977_07:01:01        223.01695093          0.19224385
10/10/1977_08:01:01        224.01695093          0.18884547
10/10/1977_09:01:01        225.01695093          0.18553473
10/10/1977_10:01:01        226.01695093          0.18230463
10/10/1977_11:01:01        227.01695093          0.17914975
10/10/1977_12:01:01        228.01695093          0.17606573
10/10/1977_13:01:01        229.01695093          0.17304893
10/10/1977_14:01:01        230.01695093          0.17009611
10/10/1977_15:01:01        231.01695093          0.16720428
10/10/1977_16:01:01        232.01695093          0.16437056
10/10/1977_17:01:01        233.01695093          0.16159220
10/10/1977_18:01:01        234.01695093          0.15886646
10/10/1977_19:01:01        235.01695093          0.15619065
10/10/1977_20:01:01        236.01695093          0.15356221
10/10/1977_21:01:01        237.01695093          0.15097867
10/10/1977_22:01:01        238.01695093          0.14843772
10/10/1977_23:01:01        239.01695093          0.14593715
11/10/1977_00:01:01        240.01695093          0.14347514
11/10/1977_01:01:01        241.01695093          0.14105008
