Date_dd/mm/yyyy_hours  Time(hours)  Outlet_Discharge(m3/s)
25/10/1977_13:30:50        589.51411807          0.50601726
25/10/1977_14:30:50        590.51411807          0.49057410
25/10/1977_15:30:50        591.51411807          0.47584089
25/10/1977_16:30:50        592.51411807          0.45891732
25/10/1977_17:30:50        593.51411807          0.44267636
25/10/1977_18:30:50        594.51411807          0.42708544
25/10/1977_19:30:50        595.51411807          0.41212663
25/10/1977_20:30:50        596.51411807          0.39777585
25/10/1977_21:30:50        597.51411807          0.38400747
25/10/1977_22:30:50        598.51411807          0.37079698
25/10/1977_23:30:50        599.51411807          0.35812110
26/10/1977_00:30:50        600.51411807          0.34592136
26/10/1977_01:30:50        601.51411807          0.33423314
26/10/1977_02:30:50        602.51411807          0.32303044
26/10/1977_03:30:50        603.51411807          0.31229087
26/10/1977_04:30:50        604.51411807          0.30199454
26/10/1977_05:30:50        605.51411807          0.29212263
26/10/1977_06:30:50        606.51411807          0.28265723
26/10/1977_07:30:50        607.51411807          0.27358129
26/10/1977_08:30:50        608.51411807          0.26487836
26/10/1977_09:30:50        609.51411807          0.25653218
26/10/1977_10:30:50        610.51411807          0.24852720
26/10/1977_11:30:50        611.51411807          0.24084811
26/10/1977_12:30:50        612.51411807          0.23348036
26/10/1977_13:30:50        613.51411807          0.22640996
26/10/1977_14:30:50        614.51411807          0.21962323
26/10/1977_15:30:50        615.51411807          0.21310724
26/10/1977_16:30:50        616.51411807          0.20684952
26/10/1977_17:30:50        617.51411807          0.20083826
26/10/1977_18:30:50        618.51411807          0.19506228
26/10/1977_19:30:50        619.51411807          0.18951080
26/10/1977_20:30:50        620.51411807          0.18417366
26/10/1977_21:30:50        621.51411807          0.17904123
26/10/1977_22:30:50        622.51411807          0.17410424
26/10/1977_23:30:50        623.51411807          0.16935397
27/10/1977_00:30:50        624.51411807          0.16478217
27/10/1977_01:30:50        625.51411807          0.16038103
27/10/1977_02:30:50        626.51411807          0.15614298
27/10/1977_03:30:50        627.51411807          0.15206090
27/10/1977_04:30:50        628.51411807          0.14812808
27/10/1977_05:30:50        629.51411807          0.14433814
27/10/1977_06:30:50        630.51411807          0.14068490
27/10/1977_07:30:50        631.51411807          0.13716268
27/10/1977_08:30:50        632.51411807          0.13376586
27/10/1977_09:30:50        633.51411807          0.13048916
27/10/1977_10:30:50        634.51411807          0.12732766
27/10/1977_11:30:50        635.51411807          0.12427657
27/10/1977_12:30:50        636.51411807          0.12133151
27/10/1977_13:30:50        637.51411807          0.11848810
27/10/1977_14:30:50        638.51411807          0.11574216
27/10/1977_15:30:50        639.51411807          0.11308986
27/10/1977_16:30:50        640.51411807          0.11052755
27/10/1977_17:30:50        641.51411807          0.10805159
27/10/1977_18:30:50        642.51411807          0.10565861
27/10/1977_19:30:50        643.51411807          0.10334539
27/10/1977_20:30:50        644.51411807          0.10110885
27/10/1977_21:30:50        645.51411807          0.09894604
27/10/1977_22:30:50        646.51411807          0.09685409
27/10/1977_23:30:50        647.51411807          0.09483038
28/10/1977_00:30:50        648.51411807          0.09287227
28/10/1977_01:30:50        649.51411807          0.09097730
28/10/1977_02:30:50        650.51411807          0.08914311
28/10/1977_03:30:50        651.51411807          0.08736744
28/10/1977_04:30:50        652.51411807          0.08564816
28/10/1977_05:30:50        653.51411807          0.08398324
28/10/1977_06:30:50        654.51411807          0.08237064
28/10/1977_07:30:50        655.51411807          0.08080849
28/10/1977_08:30:50        656.51411807          0.07929494
28/10/1977_09:30:50        657.51411807          0.07782823
28/10/1977_10:30:50        658.51411807          0.07640669
28/10/1977_11:30:50        659.51411807          0.07502875
28/10/1977_12:30:50        660.51411807          0.07369286
28/10/1977_13:30:50        661.51411807          0.07239757
28/10/1977_14:30:50        662.51411807          0.07114147
28/10/1977_15:30:50        663.51411807          0.06992318
28/10/1977_16:30:50        664.51411807          0.06874139
28/10/1977_17:30:50        665.51411807          0.06759485
28/10/1977_18:30:50        666.51411807          0.06648234
28/10/1977_19:30:50        667.51411807          0.06540270
28/10/1977_20:30:50        668.51411807          0.06435483
28/10/1977_21:30:50        669.51411807          0.06333768
28/10/1977_22:30:50        670.51411807          0.06235021
28/10/1977_23:30:50        671.51411807          0.06139142
29/10/1977_00:30:50        672.51411807          0.06046035
29/10/1977_01:30:50        673.51411807          0.05955611
29/10/1977_02:30:50        674.51411807          0.05867778
29/10/1977_03:30:50        675.51411807          0.05782454
29/10/1977_04:30:50        676.51411807          0.05699558
29/10/1977_05:30:50        677.51411807          0.05619010
29/10/1977_06:30:50        678.51411807          0.05540738
29/10/1977_07:30:50        679.51411807          0.05464665
29/10/1977_08:30:50        680.51411807          0.05390726
29/10/1977_09:30:50        681.51411807          0.05318851
29/10/1977_10:30:50        682.51411807          0.05248974
29/10/1977_11:30:50        683.51411807          0.05181035
29/10/1977_12:30:50        684.51411807          0.05114970
29/10/1977_13:30:50        685.51411807          0.05050723
29/10/1977_14:30:50        686.51411807          0.04988234
29/10/1977_15:30:50        687.51411807          0.04927454
29/10/1977_16:30:50        688.51411807          0.04868328
29/10/1977_17:30:50        689.51411807          0.04810809
29/10/1977_18:30:50        690.51411807          0.04754845
29/10/1977_19:30:50        691.51411807          0.04700390
29/10/1977_20:30:50        692.51411807          0.04647401
29/10/1977_21:30:50        693.51411807          0.04595831
29/10/1977_22:30:50        694.51411807          0.04545639
29/10/1977_23:30:50        695.51411807          0.04496783
30/10/1977_00:30:50        696.51411807          0.04449226
30/10/1977_01:30:50        697.51411807          0.04402932
30/10/1977_02:30:50        698.51411807          0.04357860
30/10/1977_03:30:50        699.51411807          0.04313977
30/10/1977_04:30:50        700.51411807          0.04271248
30/10/1977_05:30:50        701.51411807          0.04229641
30/10/1977_06:30:50        702.51411807          0.04189122
30/10/1977_07:30:50        703.51411807          0.04149663
30/10/1977_08:30:50        704.51411807          0.04111231
30/10/1977_09:30:50        705.51411807          0.04073797
30/10/1977_10:30:50        706.51411807          0.04037335
30/10/1977_11:30:50        707.51411807          0.04001817
30/10/1977_12:30:50        708.51411807          0.03967214
30/10/1977_13:30:50        709.51411807          0.03933503
30/10/1977_14:30:50        710.51411807          0.03900660
30/10/1977_15:30:50        711.51411807          0.03868660
30/10/1977_16:30:50        712.51411807          0.03837480
30/10/1977_17:30:50        713.51411807          0.03807098
30/10/1977_18:30:50        714.51411807          0.03777492
30/10/1977_19:30:50        715.51411807          0.03748642
30/10/1977_20:30:50        716.51411807          0.03720527
30/10/1977_21:30:50        717.51411807          0.03693125
30/10/1977_22:30:50        718.51411807          0.03666418
30/10/1977_23:30:50        719.51411807          0.03640389
31/10/1977_00:30:50        720.51411807          0.03615017
31/10/1977_01:30:50        721.51411807          0.03590288
31/10/1977_02:30:50        722.51411807          0.03566184
31/10/1977_03:30:50        723.51411807          0.03542686
31/10/1977_04:30:50        724.51411807          0.03519782
31/10/1977_05:30:50        725.51411807          0.03497452
31/10/1977_06:30:50        726.51411807          0.03475684
31/10/1977_07:30:50        727.51411807          0.03454463
31/10/1977_08:30:50        728.51411807          0.03433774
31/10/1977_09:30:50        729.51411807          0.03413603
31/10/1977_10:30:50        730.51411807          0.03393937
31/10/1977_11:30:50        731.51411807          0.03374762
31/10/1977_12:30:50        732.51411807          0.03356067
31/10/1977_13:30:50        733.51411807          0.03337839
31/10/1977_14:30:50        734.51411807          0.03320067
31/10/1977_15:30:50        735.51411807          0.03302736
31/10/1977_16:30:50        736.51411807          0.03285839
31/10/1977_17:30:50        737.51411807          0.03269361
31/10/1977_18:30:50        738.51411807          0.03253295
31/10/1977_19:30:50        739.51411807          0.03237628
31/10/1977_20:30:50        740.51411807          0.03222350
31/10/1977_21:30:50        741.51411807          0.03207450
31/10/1977_22:30:50        742.51411807          0.03192922
31/10/1977_23:30:50        743.51411807          0.03178753
01/11/1977_00:30:50        744.51411807          0.03164938
01/11/1977_01:30:50        745.51411807          0.03156390
01/11/1977_02:30:50        746.51411807          0.03147151
01/11/1977_03:30:50        747.51411807          0.03137431
01/11/1977_04:30:50        748.51411807          0.03127388
01/11/1977_05:30:50        749.51411807          0.03117146
01/11/1977_06:30:50        750.51411807          0.03106804
01/11/1977_07:30:50        751.51411807          0.03096437
01/11/1977_08:30:50        752.51411807          0.03086102
01/11/1977_09:30:50        753.51411807          0.03075846
01/11/1977_10:30:50        754.51411807          0.03065704
01/11/1977_11:30:50        755.51411807          0.03055702
01/11/1977_12:30:50        756.51411807          0.03045859
01/11/1977_13:30:50        757.51411807          0.03036190
01/11/1977_14:30:50        758.51411807          0.03026704
01/11/1977_15:30:50        759.51411807          0.03017408
01/11/1977_16:30:50        760.51411807          0.03008305
01/11/1977_17:30:50        761.51411807          0.02999400
01/11/1977_18:30:50        762.51411807          0.02990693
01/11/1977_19:30:50        763.51411807          0.02982184
01/11/1977_20:30:50        764.51411807          0.02973870
01/11/1977_21:30:50        765.51411807          0.02965751
01/11/1977_22:30:50        766.51411807          0.02957825
01/11/1977_23:30:50        767.51411807          0.02950087
02/11/1977_00:30:50        768.51411807          0.02937787
02/11/1977_01:30:50        769.51411807          0.02926638
02/11/1977_02:30:50        770.51411807          0.02916435
02/11/1977_03:30:50        771.51411807          0.02907016
02/11/1977_04:30:50        772.51411807          0.02898255
02/11/1977_05:30:50        773.51411807          0.02890051
02/11/1977_06:30:50        774.51411807          0.02882319
02/11/1977_07:30:50        775.51411807          0.02874995
02/11/1977_08:30:50        776.51411807          0.02868022
02/11/1977_09:30:50        777.51411807          0.02861358
02/11/1977_10:30:50        778.51411807          0.02854968
02/11/1977_11:30:50        779.51411807          0.02848825
02/11/1977_12:30:50        780.51411807          0.02842902
02/11/1977_13:30:50        781.51411807          0.02837183
02/11/1977_14:30:50        782.51411807          0.02831649
02/11/1977_15:30:50        783.51411807          0.02826286
02/11/1977_16:30:50        784.51411807          0.02821084
02/11/1977_17:30:50        785.51411807          0.02816032
02/11/1977_18:30:50        786.51411807          0.02811123
02/11/1977_19:30:50        787.51411807          0.02806348
02/11/1977_20:30:50        788.51411807          0.02801704
02/11/1977_21:30:50        789.51411807          0.02797183
02/11/1977_22:30:50        790.51411807          0.02792781
02/11/1977_23:30:50        791.51411807          0.02788493
03/11/1977_00:30:50        792.51411807          0.02784314
03/11/1977_01:30:50        793.51411807          0.02780241
03/11/1977_02:30:50        794.51411807          0.02776269
03/11/1977_03:30:50        795.51411807          0.02772396
03/11/1977_04:30:50        796.51411807          0.02768620
03/11/1977_05:30:50        797.51411807          0.02764936
03/11/1977_06:30:50        798.51411807          0.02761342
03/11/1977_07:30:50        799.51411807          0.02757835
03/11/1977_08:30:50        800.51411807          0.02754416
03/11/1977_09:30:50        801.51411807          0.02751079
03/11/1977_10:30:50        802.51411807          0.02747823
03/11/1977_11:30:50        803.51411807          0.02744645
03/11/1977_12:30:50        804.51411807          0.02741544
03/11/1977_13:30:50        805.51411807          0.02738517
03/11/1977_14:30:50        806.51411807          0.02735563
03/11/1977_15:30:50        807.51411807          0.02732678
03/11/1977_16:30:50        808.51411807          0.02729862
03/11/1977_17:30:50        809.51411807          0.02727113
03/11/1977_18:30:50        810.51411807          0.02724429
03/11/1977_19:30:50        811.51411807          0.02721808
03/11/1977_20:30:50        812.51411807          0.02719248
03/11/1977_21:30:50        813.51411807          0.02716748
03/11/1977_22:30:50        814.51411807          0.02714306
03/11/1977_23:30:50        815.51411807          0.02711921
04/11/1977_00:30:50        816.51411807          0.02709593
04/11/1977_01:30:50        817.51411807          0.02707319
04/11/1977_02:30:50        818.51411807          0.02705099
04/11/1977_03:30:50        819.51411807          0.02702931
04/11/1977_04:30:50        820.51411807          0.02700814
04/11/1977_05:30:50        821.51411807          0.02698745
04/11/1977_06:30:50        822.51411807          0.02696725
04/11/1977_07:30:50        823.51411807          0.02694752
04/11/1977_08:30:50        824.51411807          0.02692825
04/11/1977_09:30:50        825.51411807          0.02690943
04/11/1977_10:30:50        826.51411807          0.02689103
04/11/1977_11:30:50        827.51411807          0.02687306
04/11/1977_12:30:50        828.51411807          0.02685549
04/11/1977_13:30:50        829.51411807          0.02683833
04/11/1977_14:30:50        830.51411807          0.02682156
04/11/1977_15:30:50        831.51411807          0.02680518
04/11/1977_16:30:50        832.51411807          0.02678917
04/11/1977_17:30:50        833.51411807          0.02677352
04/11/1977_18:30:50        834.51411807          0.02675822
04/11/1977_19:30:50        835.51411807          0.02674326
04/11/1977_20:30:50        836.51411807          0.02672864
04/11/1977_21:30:50        837.51411807          0.02671435
04/11/1977_22:30:50        838.51411807          0.02670038
04/11/1977_23:30:50        839.51411807          0.02668671
05/11/1977_00:30:50        840.51411807          0.02667335
05/11/1977_01:30:50        841.51411807          0.02666029
05/11/1977_02:30:50        842.51411807          0.02664750
05/11/1977_03:30:50        843.51411807          0.02663498
05/11/1977_04:30:50        844.51411807          0.02662273
05/11/1977_05:30:50        845.51411807          0.02661074
05/11/1977_06:30:50        846.51411807          0.02659900
05/11/1977_07:30:50        847.51411807          0.02658750
05/11/1977_08:30:50        848.51411807          0.02657624
05/11/1977_09:30:50        849.51411807          0.02656521
05/11/1977_10:30:50        850.51411807          0.02655441
05/11/1977_11:30:50        851.51411807          0.02654383
05/11/1977_12:30:50        852.51411807          0.02653347
05/11/1977_13:30:50        853.51411807          0.02652332
05/11/1977_14:30:50        854.51411807          0.02651338
05/11/1977_15:30:50        855.51411807          0.02650362
05/11/1977_16:30:50        856.51411807          0.02649406
05/11/1977_17:30:50        857.51411807          0.02648469
05/11/1977_18:30:50        858.51411807          0.02647549
05/11/1977_19:30:50        859.51411807          0.02646646
05/11/1977_20:30:50        860.51411807          0.02645761
05/11/1977_21:30:50        861.51411807          0.02644892
05/11/1977_22:30:50        862.51411807          0.02644038
05/11/1977_23:30:50        863.51411807          0.02643201
06/11/1977_00:30:50        864.51411807          0.02661663
06/11/1977_01:02:53        865.04813197          0.03269258
06/11/1977_01:05:51        865.09774155          0.03935516
06/11/1977_01:08:50        865.14735112          0.04641535
06/11/1977_01:11:49        865.19696069          0.05386355
06/11/1977_01:14:47        865.24657026          0.06168677
06/11/1977_01:17:46        865.29617984          0.06987456
06/11/1977_01:20:44        865.34578941          0.07842066
06/11/1977_01:23:43        865.39539898          0.08733686
06/11/1977_01:26:42        865.44500855          0.09667511
06/11/1977_01:29:40        865.49461813          0.10652834
06/11/1977_01:32:39        865.54422770          0.11701026
06/11/1977_01:35:37        865.59383727          0.12824743
06/11/1977_01:38:36        865.64344685          0.14039357
06/11/1977_01:41:35        865.69305642          0.15364038
06/11/1977_01:44:33        865.74266599          0.16820583
06/11/1977_01:47:32        865.79227556          0.18433836
06/11/1977_01:50:30        865.84188514          0.20231943
06/11/1977_01:53:29        865.89149471          0.22246686
06/11/1977_01:56:27        865.94110428          0.24513894
06/11/1977_01:59:26        865.99071385          0.27073937
06/11/1977_02:02:34        866.04280391          0.29250701
06/11/1977_02:05:51        866.09749846          0.31461209
06/11/1977_02:09:17        866.15492774          0.33874949
06/11/1977_02:12:54        866.21522849          0.36517463
06/11/1977_02:16:42        866.27854427          0.39421087
06/11/1977_02:20:42        866.34502584          0.42626896
06/11/1977_02:24:53        866.41483149          0.46185004
06/11/1977_02:29:17        866.48812743          0.50156041
06/11/1977_02:33:54        866.56508815          0.54613183
06/11/1977_02:38:45        866.64589692          0.59644884
06/11/1977_02:43:50        866.73074613          0.65358426
06/11/1977_02:49:11        866.81983779          0.71884147
06/11/1977_02:54:48        866.91338404          0.79380851
06/11/1977_03:00:41        867.01160760          0.87871666
06/11/1977_03:06:53        867.11474234          0.96279174
06/11/1977_03:13:22        867.22303381          1.05344007
06/11/1977_03:20:12        867.33673986          1.15066845
06/11/1977_03:27:22        867.45613121          1.25426749
06/11/1977_03:34:53        867.58149213          1.36395467
06/11/1977_03:42:47        867.71312110          1.47934162
06/11/1977_03:51:04        867.85133151          1.59996639
06/11/1977_03:59:47        867.99645245          1.72538099
06/11/1977_04:08:55        868.14882943          1.85105065
06/11/1977_04:18:31        868.30882526          1.97936370
06/11/1977_04:28:36        868.47682088          2.11111023
06/11/1977_04:39:11        868.65321628          2.24942702
06/11/1977_04:50:18        868.83843145          2.39800050
06/11/1977_05:01:58        869.03290739          2.55883364
06/11/1977_05:14:13        869.23710711          2.73738044
06/11/1977_05:27:05        869.45151683          2.94308757
06/11/1977_05:40:35        869.67664703          3.18344028
06/11/1977_05:54:46        869.91303374          3.47638611
06/11/1977_06:09:40        870.16123978          3.85397825
06/11/1977_06:25:18        870.42185613          4.37484729
06/11/1977_06:41:43        870.69550330          5.15043739
06/11/1977_06:58:58        870.98283282          6.38369982
06/11/1977_07:17:04        871.28452882          8.40075035
06/11/1977_07:36:04        871.60130962         11.61006638
06/11/1977_07:56:02        871.93392946         16.30673389
06/11/1977_08:16:59        872.28318029         22.35094657
06/11/1977_08:38:59        872.64989366         29.05952074
06/11/1977_09:02:05        873.03494271         35.46516717
06/11/1977_09:26:21        873.43924420         40.74784105
06/11/1977_09:51:49        873.86376077         44.47887761
06/11/1977_10:18:34        874.30950317         46.60741771
06/11/1977_10:46:39        874.77753268         47.32286841
06/11/1977_11:16:08        875.26896367         46.91641046
06/11/1977_11:47:05        875.78496622         45.68770550
06/11/1977_12:19:36        876.32676889         43.89780145
06/11/1977_12:53:44        876.89566169         41.75346992
06/11/1977_13:29:34        877.49299913         39.41015679
06/11/1977_14:07:12        878.12020345         36.97967852
06/11/1977_14:46:43        878.77876798         34.54796379
06/11/1977_15:28:12        879.47026074         32.14019415
06/11/1977_16:11:46        880.19632813         29.79619184
06/11/1977_16:57:31        880.95869890         27.54558036
06/11/1977_17:45:33        881.75918820         25.40436199
06/11/1977_18:35:58        882.59970197         23.38222915
06/11/1977_19:28:56        883.48224143         21.48422715
06/11/1977_20:24:32        884.40890786         19.71199199
06/11/1977_21:22:54        885.38190761         18.06455992
06/11/1977_22:22:54        886.38190761         16.56900589
06/11/1977_23:22:54        887.38190761         15.24532000
07/11/1977_00:22:54        888.38190761         14.06972017
07/11/1977_01:22:54        889.38190761         13.02277513
07/11/1977_02:22:54        890.38190761         12.08690145
07/11/1977_03:22:54        891.38190761         11.24769122
07/11/1977_04:22:54        892.38190761         10.49283176
07/11/1977_05:22:54        893.38190761          9.81179800
07/11/1977_06:22:54        894.38190761          9.19561096
07/11/1977_07:22:54        895.38190761          8.63654615
07/11/1977_08:22:54        896.38190761          8.12791772
07/11/1977_09:22:54        897.38190761          7.66397735
07/11/1977_10:22:54        898.38190761          7.23972485
07/11/1977_11:22:54        899.38190761          6.85079517
07/11/1977_12:22:54        900.38190761          6.49336713
07/11/1977_13:22:54        901.38190761          6.16410033
07/11/1977_14:22:54        902.38190761          5.86006562
07/11/1977_15:22:54        903.38190761          5.57867682
07/11/1977_16:22:54        904.38190761          5.31765421
07/11/1977_17:22:54        905.38190761          5.07500109
07/11/1977_18:22:54        906.38190761          4.84893737
07/11/1977_19:22:54        907.38190761          4.63790326
07/11/1977_20:22:54        908.38190761          4.44050254
07/11/1977_21:22:54        909.38190761          4.25549941
07/11/1977_22:22:54        910.38190761          4.08180281
07/11/1977_23:22:54        911.38190761          3.91843423
08/11/1977_00:22:54        912.38190761          3.76383646
08/11/1977_01:22:54        913.38190761          3.61710528
08/11/1977_02:22:54        914.38190761          3.47848268
08/11/1977_03:22:54        915.38190761          3.34730354
08/11/1977_04:22:54        916.38190761          3.22294814
08/11/1977_05:22:54        917.38190761          3.10483424
08/11/1977_06:22:54        918.38190761          2.99240342
08/11/1977_07:22:54        919.38190761          2.88514722
08/11/1977_08:22:54        920.38190761          2.78258597
08/11/1977_09:22:54        921.38190761          2.68428361
08/11/1977_10:22:54        922.38190761          2.58985499
08/11/1977_11:22:54        923.38190761          2.49895949
08/11/1977_12:22:54        924.38190761          2.41131235
08/11/1977_13:22:54        925.38190761          2.32667466
08/11/1977_14:22:54        926.38190761          2.24484838
08/11/1977_15:22:54        927.38190761          2.16567248
08/11/1977_16:22:54        928.38190761          2.08901822
08/11/1977_17:22:54        929.38190761          2.01477586
08/11/1977_18:22:54        930.38190761          1.94285692
08/11/1977_19:22:54        931.38190761          1.87319146
08/11/1977_20:22:54        932.38190761          1.80571852
08/11/1977_21:22:54        933.38190761          1.74038292
08/11/1977_22:22:54        934.38190761          1.67713803
08/11/1977_23:22:54        935.38190761          1.61593881
09/11/1977_00:22:54        936.38190761          1.55646683
09/11/1977_01:22:54        937.38190761          1.49911187
09/11/1977_02:22:54        938.38190761          1.44375375
09/11/1977_03:22:54        939.38190761          1.39031238
09/11/1977_04:22:54        940.38190761          1.33872952
09/11/1977_05:22:54        941.38190761          1.28894890
09/11/1977_06:22:54        942.38190761          1.24091697
09/11/1977_07:22:54        943.38190761          1.19457938
09/11/1977_08:22:54        944.38190761          1.14988213
09/11/1977_09:22:54        945.38190761          1.10677164
09/11/1977_10:22:54        946.38190761          1.06519542
09/11/1977_11:22:54        947.38190761          1.02509879
09/11/1977_12:22:54        948.38190761          0.98643333
09/11/1977_13:22:54        949.38190761          0.94915176
09/11/1977_14:22:54        950.38190761          0.91321099
09/11/1977_15:22:54        951.38190761          0.87857132
09/11/1977_16:22:54        952.38190761          0.84519547
09/11/1977_17:22:54        953.38190761          0.81304907
09/11/1977_18:22:54        954.38190761          0.78209876
09/11/1977_19:22:54        955.38190761          0.75231426
09/11/1977_20:22:54        956.38190761          0.72366495
09/11/1977_21:22:54        957.38190761          0.69612080
09/11/1977_22:22:54        958.38190761          0.66965275
09/11/1977_23:22:54        959.38190761          0.64423106
10/11/1977_00:22:54        960.38190761          0.61982458
10/11/1977_01:22:54        961.38190761          0.59640398
10/11/1977_02:22:54        962.38190761          0.57393764
10/11/1977_03:22:54        963.38190761          0.55239368
10/11/1977_04:22:54        964.38190761          0.53174135
10/11/1977_05:22:54        965.38190761          0.51194868
10/11/1977_06:22:54        966.38190761          0.49298381
10/11/1977_07:22:54        967.38190761          0.47481538
10/11/1977_08:22:54        968.38190761          0.45741218
10/11/1977_09:22:54        969.38190761          0.44074380
10/11/1977_10:22:54        970.38190761          0.42477958
10/11/1977_11:22:54        971.38190761          0.40949081
10/11/1977_12:22:54        972.38190761          0.39484847
10/11/1977_13:22:54        973.38190761          0.38082508
10/11/1977_14:22:54        974.38190761          0.36739419
10/11/1977_15:22:54        975.38190761          0.35452991
10/11/1977_16:22:54        976.38190761          0.34220754
10/11/1977_17:22:54        977.38190761          0.33040308
10/11/1977_18:22:54        978.38190761          0.31909344
10/11/1977_19:22:54        979.38190761          0.30825710
10/11/1977_20:22:54        980.38190761          0.29787271
10/11/1977_21:22:54        981.38190761          0.28792055
10/11/1977_22:22:54        982.38190761          0.27838130
10/11/1977_23:22:54        983.38190761          0.26923643
11/11/1977_00:22:54        984.38190761          0.26046847
11/11/1977_01:22:54        985.38190761          0.25206088
11/11/1977_02:22:54        986.38190761          0.24399751
11/11/1977_03:22:54        987.38190761          0.23626316
11/11/1977_04:22:54        988.38190761          0.22884339
11/11/1977_05:22:54        989.38190761          0.22172411
11/11/1977_06:22:54        990.38190761          0.21489212
11/11/1977_07:22:54        991.38190761          0.20833461
11/11/1977_08:22:54        992.38190761          0.20203960
11/11/1977_09:22:54        993.38190761          0.19599558
11/11/1977_10:22:54        994.38190761          0.19019163
11/11/1977_11:22:54        995.38190761          0.18461711
11/11/1977_12:22:54        996.38190761          0.17926200
11/11/1977_13:22:54        997.38190761          0.17411681
11/11/1977_14:22:54        998.38190761          0.16917226
11/11/1977_15:22:54        999.38190761          0.16441962
11/11/1977_16:22:54       1000.38190761          0.15985062
11/11/1977_17:22:54       1001.38190761          0.15545734
11/11/1977_18:22:54       1002.38190761          0.15123213
11/11/1977_19:22:54       1003.38190761          0.14716772
11/11/1977_20:22:54       1004.38190761          0.14325723
11/11/1977_21:22:54       1005.38190761          0.13949412
11/11/1977_22:22:54       1006.38190761          0.13587200
11/11/1977_23:22:54       1007.38190761          0.13238499
12/11/1977_00:22:54       1008.38190761          0.12902724
12/11/1977_01:22:54       1009.38190761          0.12579324
12/11/1977_02:22:54       1010.38190761          0.12267783
12/11/1977_03:22:54       1011.38190761          0.11967599
12/11/1977_04:22:54       1012.38190761          0.11678299
12/11/1977_05:22:54       1013.38190761          0.11399432
12/11/1977_06:22:54       1014.38190761          0.11130569
12/11/1977_07:22:54       1015.38190761          0.10871295
12/11/1977_08:22:54       1016.38190761          0.10621213
12/11/1977_09:22:54       1017.38190761          0.10379949
12/11/1977_10:22:54       1018.38190761          0.10147140
12/11/1977_11:22:54       1019.38190761          0.09922442
12/11/1977_12:22:54       1020.38190761          0.09705517
12/11/1977_13:22:54       1021.38190761          0.09496064
12/11/1977_14:22:54       1022.38190761          0.09293781
12/11/1977_15:22:54       1023.38190761          0.09098380
12/11/1977_16:22:54       1024.38190761          0.08909586
12/11/1977_17:22:54       1025.38190761          0.08727137
12/11/1977_18:22:54       1026.38190761          0.08550789
12/11/1977_19:22:54       1027.38190761          0.08380305
12/11/1977_20:22:54       1028.38190761          0.08215460
12/11/1977_21:22:54       1029.38190761          0.08056035
12/11/1977_22:22:54       1030.38190761          0.07901813
12/11/1977_23:22:54       1031.38190761          0.07752597
13/11/1977_00:22:54       1032.38190761          0.07608202
13/11/1977_01:22:54       1033.38190761          0.07472570
13/11/1977_02:22:54       1034.38190761          0.07340240
13/11/1977_03:22:54       1035.38190761          0.07211380
13/11/1977_04:22:54       1036.38190761          0.07086052
13/11/1977_05:22:54       1037.38190761          0.06964258
13/11/1977_06:22:54       1038.38190761          0.06845976
13/11/1977_07:22:54       1039.38190761          0.06731151
13/11/1977_08:22:54       1040.38190761          0.06619712
13/11/1977_09:22:54       1041.38190761          0.06511575
13/11/1977_10:22:54       1042.38190761          0.06406656
13/11/1977_11:22:54       1043.38190761          0.06304861
13/11/1977_12:22:54       1044.38190761          0.06206095
13/11/1977_13:22:54       1045.38190761          0.06110261
13/11/1977_14:22:54       1046.38190761          0.06017267
13/11/1977_15:22:54       1047.38190761          0.05927024
13/11/1977_16:22:54       1048.38190761          0.05839439
13/11/1977_17:22:54       1049.38190761          0.05754425
13/11/1977_18:22:54       1050.38190761          0.05671896
13/11/1977_19:22:54       1051.38190761          0.05591771
13/11/1977_20:22:54       1052.38190761          0.05513968
13/11/1977_21:22:54       1053.38190761          0.05438414
13/11/1977_22:22:54       1054.38190761          0.05365030
13/11/1977_23:22:54       1055.38190761          0.05293750
14/11/1977_00:22:54       1056.38190761          0.05221569
14/11/1977_01:22:54       1057.38190761          0.05152094
14/11/1977_02:22:54       1058.38190761          0.05085072
14/11/1977_03:22:54       1059.38190761          0.05020306
14/11/1977_04:22:54       1060.38190761          0.04957636
14/11/1977_05:22:54       1061.38190761          0.04896929
14/11/1977_06:22:54       1062.38190761          0.04838074
14/11/1977_07:22:54       1063.38190761          0.04780973
14/11/1977_08:22:54       1064.38190761          0.04725545
14/11/1977_09:22:54       1065.38190761          0.04671715
14/11/1977_10:22:54       1066.38190761          0.04619412
14/11/1977_11:22:54       1067.38190761          0.04568583
14/11/1977_12:22:54       1068.38190761          0.04519169
14/11/1977_13:22:54       1069.38190761          0.04471120
14/11/1977_14:22:54       1070.38190761          0.04424390
14/11/1977_15:22:54       1071.38190761          0.04378934
14/11/1977_16:22:54       1072.38190761          0.04334712
14/11/1977_17:22:54       1073.38190761          0.04291685
14/11/1977_18:22:54       1074.38190761          0.04249813
14/11/1977_19:22:54       1075.38190761          0.04209062
14/11/1977_20:22:54       1076.38190761          0.04169397
14/11/1977_21:22:54       1077.38190761          0.04130785
14/11/1977_22:22:54       1078.38190761          0.04093195
14/11/1977_23:22:54       1079.38190761          0.04056598
15/11/1977_00:22:54       1080.38190761          0.04020962
15/11/1977_01:22:54       1081.38190761          0.03986261
15/11/1977_02:22:54       1082.38190761          0.03952469
15/11/1977_03:22:54       1083.38190761          0.03919559
