name,module,owner_file,line,type,is_parameter,n_refs_confirmed,refs_confirmed,n_refs_possible,refs_possible
VSPDET,VSmod,src/subsurface/VSmod.f90,247,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,0,
VSPSS,VSmod,src/subsurface/VSmod.f90,248,DOUBLEPRECISION,False,0,,0,
VSPPOR,VSmod,src/subsurface/VSmod.f90,249,DOUBLEPRECISION,False,0,,0,
NVSSOL,VSmod,src/subsurface/VSmod.f90,250,INTEGER,False,1,src/frame/FRmod.f90,0,
BFAST,VSmod,src/subsurface/VSmod.f90,258,LOGICAL,False,0,,0,
BSOILP,VSmod,src/subsurface/VSmod.f90,259,LOGICAL,False,0,,0,
IVSFLG,VSmod,src/subsurface/VSmod.f90,263,INTEGER,False,0,,0,
IVSNTB,VSmod,src/subsurface/VSmod.f90,264,INTEGER,False,0,,0,
NVSERR,VSmod,src/subsurface/VSmod.f90,265,INTEGER,False,0,,0,
INITYP,VSmod,src/subsurface/VSmod.f90,266,INTEGER,False,0,,0,
VSTRES,VSmod,src/subsurface/VSmod.f90,271,DOUBLEPRECISION,False,0,,0,
VSVGN,VSmod,src/subsurface/VSmod.f90,272,DOUBLEPRECISION,False,0,,0,
VSALPH,VSmod,src/subsurface/VSmod.f90,273,DOUBLEPRECISION,False,0,,0,
VSIPSD,VSmod,src/subsurface/VSmod.f90,274,DOUBLEPRECISION,False,0,,0,
VSZWLB,VSmod,src/subsurface/VSmod.f90,275,DOUBLEPRECISION,False,0,,0,
VSZWLT,VSmod,src/subsurface/VSmod.f90,276,DOUBLEPRECISION,False,0,,0,
TBPSI,VSmod,src/subsurface/VSmod.f90,277,DOUBLEPRECISION,False,0,,0,
TBTHE,VSmod,src/subsurface/VSmod.f90,278,DOUBLEPRECISION,False,0,,0,
TBKR,VSmod,src/subsurface/VSmod.f90,279,DOUBLEPRECISION,False,0,,0,
TBTHEC,VSmod,src/subsurface/VSmod.f90,280,DOUBLEPRECISION,False,0,,0,
TBKRC,VSmod,src/subsurface/VSmod.f90,281,DOUBLEPRECISION,False,0,,0,
VSSPD,VSmod,src/subsurface/VSmod.f90,282,DOUBLEPRECISION,False,0,,0,
ERRLVL_fatal,mod_error,src/util/mod_error.f90,56,INTEGER(KIND=I_P),True,11,src/driver/rest.f90;src/driver/run_sim.f90;src/evapotranspiration/ETmod.f90;src/frame/FRmod.f90;src/nitrate/MNmod.f90;src/overland_channel/OCmod.f90;src/sediment/SYmod.f90;src/subsurface/VSmod.f90;src/util/mod_load_filedata.f90;src/util/utilsmod.f90;src/visualisation/visualisation_interface_left.f90,0,
ERRLVL_error,mod_error,src/util/mod_error.f90,57,INTEGER(KIND=I_P),True,4,src/frame/FRmod.f90;src/overland_channel/OCmod.f90;src/sediment/SYmod.f90;src/subsurface/VSmod.f90,0,
ERRLVL_warn,mod_error,src/util/mod_error.f90,58,INTEGER(KIND=I_P),True,7,src/evapotranspiration/ETmod.f90;src/frame/FRmod.f90;src/overland_channel/OCmod.f90;src/overland_channel/OCmod2.f90;src/sediment/SYmod.f90;src/subsurface/VSmod.f90;src/util/mod_load_filedata.f90,0,
ERRCODE_fileopen,mod_error,src/util/mod_error.f90,66,INTEGER(KIND=I_P),True,0,,0,
ERRCODE_fileclose,mod_error,src/util/mod_error.f90,67,INTEGER(KIND=I_P),True,0,,0,
ERRCODE_allocate,mod_error,src/util/mod_error.f90,68,INTEGER(KIND=I_P),True,0,,0,
ERRCODE_deallocate,mod_error,src/util/mod_error.f90,69,INTEGER(KIND=I_P),True,0,,0,
ERRCODE_read,mod_error,src/util/mod_error.f90,70,INTEGER(KIND=I_P),True,0,,0,
ERRCODE_write,mod_error,src/util/mod_error.f90,71,INTEGER(KIND=I_P),True,0,,0,
ERRCODE_rewind,mod_error,src/util/mod_error.f90,72,INTEGER(KIND=I_P),True,0,,0,
ERR_limit_error_codes,mod_error,src/util/mod_error.f90,77,INTEGER(KIND=I_P),True,0,,0,
error_counter,mod_error,src/util/mod_error.f90,78,INTEGER(KIND=I_P),False,0,,0,
error_counter_total,mod_error,src/util/mod_error.f90,79,INTEGER(KIND=I_P),False,0,,0,
flag_wait_on_exit,mod_error,src/util/mod_error.f90,80,LOGICAL,False,0,,0,
FID_logfile,mod_error,src/util/mod_error.f90,85,INTEGER(KIND=I_P),True,10,src/driver/rest.f90;src/evapotranspiration/ETmod.f90;src/frame/FRmod.f90;src/nitrate/MNmod.f90;src/overland_channel/OCmod.f90;src/overland_channel/OCmod2.f90;src/sediment/SYmod.f90;src/subsurface/VSmod.f90;src/util/utilsmod.f90;src/visualisation/visualisation_interface_left.f90,0,
helppath,mod_error,src/util/mod_error.f90,86,CHARACTER(LEN=LENGTH_FILEPATH),False,0,,0,
HEAD0_alread,mod_load_filedata,src/util/mod_load_filedata.f90,67,CHARACTER(len=80),False,0,,0,
HEAD0_alredc,mod_load_filedata,src/util/mod_load_filedata.f90,68,CHARACTER(len=80),False,0,,0,
HEAD0_alredi,mod_load_filedata,src/util/mod_load_filedata.f90,69,CHARACTER(len=80),False,0,,0,
HEAD0_alred2,mod_load_filedata,src/util/mod_load_filedata.f90,70,CHARACTER(len=80),False,0,,0,
HEAD0_alredl,mod_load_filedata,src/util/mod_load_filedata.f90,71,CHARACTER(len=80),False,0,,0,
HEAD0_alredf,mod_load_filedata,src/util/mod_load_filedata.f90,72,CHARACTER(len=80),False,0,,0,
eps,utilsmod,src/util/utilsmod.f90,31,DOUBLEPRECISION,True,0,,0,
msg,utilsmod,src/util/utilsmod.f90,32,CHARACTER(128),False,0,,0,
