name,module,owner_file,line,type,is_parameter,n_refs_confirmed,refs_confirmed,n_refs_possible,refs_possible
BEXSY,AL_D,src/core/state/AL_D.f90,168,LOGICAL,False,3,src/driver/run_sim.f90;src/frame/FRmod.f90;src/visualisation/visualisation_interface_left.f90,0,
BEXCM,AL_D,src/core/state/AL_D.f90,169,LOGICAL,False,3,src/driver/run_sim.f90;src/frame/FRmod.f90;src/visualisation/visualisation_interface_left.f90,0,
ISTA,AL_D,src/core/state/AL_D.f90,170,LOGICAL,False,2,src/driver/rest.f90;src/frame/FRmod.f90,0,
isextradis,AL_D,src/core/state/AL_D.f90,171,LOGICAL,False,1,src/frame/FRmod.f90,0,
iszq,AL_D,src/core/state/AL_D.f90,172,LOGICAL,False,1,src/frame/FRmod.f90,0,
isextrapsl,AL_D,src/core/state/AL_D.f90,173,LOGICAL,False,1,src/frame/FRmod.f90,0,
NGRID,AL_D,src/core/state/AL_D.f90,176,INTEGER,False,1,src/frame/FRmod.f90,0,
INGRID,AL_D,src/core/state/AL_D.f90,177,INTEGER,False,1,src/frame/FRmod.f90,0,
IOCORS,AL_D,src/core/state/AL_D.f90,178,INTEGER,False,1,src/frame/FRmod.f90,0,
NMC,AL_D,src/core/state/AL_D.f90,179,INTEGER,False,4,src/driver/run_sim.f90;src/evapotranspiration/ETmod.f90;src/frame/FRmod.f90;src/snow/SMmod.f90,0,
LCODEX,AL_D,src/core/state/AL_D.f90,180,INTEGER,False,2,src/frame/FRmod.f90;src/overland_channel/OCmod.f90,0,
IODATA,AL_D,src/core/state/AL_D.f90,181,INTEGER,False,1,src/frame/FRmod.f90,0,
NRAINC,AL_D,src/core/state/AL_D.f90,182,INTEGER,False,4,src/driver/rest.f90;src/evapotranspiration/ETmod.f90;src/frame/FRmod.f90;src/snow/SMmod.f90,0,
LCODEY,AL_D,src/core/state/AL_D.f90,183,INTEGER,False,2,src/frame/FRmod.f90;src/overland_channel/OCmod.f90,0,
IOELEM,AL_D,src/core/state/AL_D.f90,184,INTEGER,False,1,src/frame/FRmod.f90,0,
NOCBCC,AL_D,src/core/state/AL_D.f90,185,INTEGER,False,3,src/frame/FRmod.f90;src/overland_channel/OCQDQMOD.F90;src/overland_channel/OCmod.f90,0,
NOCBCD,AL_D,src/core/state/AL_D.f90,186,INTEGER,False,3,src/frame/FRmod.f90;src/overland_channel/OCQDQMOD.F90;src/overland_channel/OCmod.f90,0,
IORES,AL_D,src/core/state/AL_D.f90,187,INTEGER,False,1,src/frame/FRmod.f90,0,
ICLIST,AL_D,src/core/state/AL_D.f90,188,INTEGER,False,1,src/frame/FRmod.f90,0,
NEXPO,AL_D,src/core/state/AL_D.f90,189,INTEGER,False,0,,0,
ICLNUM,AL_D,src/core/state/AL_D.f90,190,INTEGER,False,1,src/frame/FRmod.f90,0,
ZQTableLink,AL_D,src/core/state/AL_D.f90,191,INTEGER,False,2,src/overland_channel/OCQDQMOD.F90;src/overland_channel/ZQmod.f90,0,
ZQTableFace,AL_D,src/core/state/AL_D.f90,192,INTEGER,False,2,src/overland_channel/OCQDQMOD.F90;src/overland_channel/ZQmod.f90,0,
NSMC,AL_D,src/core/state/AL_D.f90,194,INTEGER,False,4,src/driver/run_sim.f90;src/evapotranspiration/ETmod.f90;src/frame/FRmod.f90;src/snow/SMmod.f90,0,
FLERRC,AL_D,src/core/state/AL_D.f90,196,INTEGER,False,1,src/driver/rest.f90,0,
SYERRC,AL_D,src/core/state/AL_D.f90,197,INTEGER,False,1,src/driver/rest.f90,0,
CMERRC,AL_D,src/core/state/AL_D.f90,198,INTEGER,False,1,src/driver/rest.f90,0,
DXIN,AL_D,src/core/state/AL_D.f90,201,DOUBLEPRECISION,False,2,src/frame/FRmod.f90;src/visualisation/visualisation_interface_left.f90,0,
DYIN,AL_D,src/core/state/AL_D.f90,202,DOUBLEPRECISION,False,2,src/frame/FRmod.f90;src/visualisation/visualisation_interface_left.f90,0,
WIDTF,AL_D,src/core/state/AL_D.f90,203,DOUBLEPRECISION,False,0,,0,
ZBED,AL_D,src/core/state/AL_D.f90,204,DOUBLEPRECISION,False,0,,0,
HFLBED,AL_D,src/core/state/AL_D.f90,205,DOUBLEPRECISION,False,0,,0,
ZFBED,AL_D,src/core/state/AL_D.f90,206,DOUBLEPRECISION,False,0,,0,
DZFBED,AL_D,src/core/state/AL_D.f90,207,DOUBLEPRECISION,False,0,,0,
LROOT,AL_D,src/core/state/AL_D.f90,208,DOUBLEPRECISION,False,0,,0,
HFLBNK,AL_D,src/core/state/AL_D.f90,209,DOUBLEPRECISION,False,0,,0,
IOSTA,AL_D,src/core/state/AL_D.f90,210,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,0,
IOSTEP,AL_D,src/core/state/AL_D.f90,211,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,0,
IOEND,AL_D,src/core/state/AL_D.f90,212,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,0,
RHOSAR,AL_D,src/core/state/AL_D.f90,213,DOUBLEPRECISION,False,2,src/frame/FRmod.f90;src/snow/SMmod.f90,0,
ZQweirSill,AL_D,src/core/state/AL_D.f90,214,DOUBLEPRECISION,False,2,src/overland_channel/OCmod2.f90;src/overland_channel/ZQmod.f90,0,
CSTORE,AL_D,src/core/state/AL_D.f90,217,DOUBLEPRECISION,False,5,src/driver/run_sim.f90;src/evapotranspiration/ETmod.f90;src/frame/FRmod.f90;src/snow/SMmod.f90;src/visualisation/visualisation_interface_left.f90,0,
ERZA,AL_D,src/core/state/AL_D.f90,218,DOUBLEPRECISION,False,3,src/evapotranspiration/ETmod.f90;src/frame/FRmod.f90;src/visualisation/visualisation_interface_left.f90,0,
EPOT,AL_D,src/core/state/AL_D.f90,219,DOUBLEPRECISION,False,4,src/driver/run_sim.f90;src/evapotranspiration/ETmod.f90;src/frame/FRmod.f90;src/visualisation/visualisation_interface_left.f90,0,
EINTA,AL_D,src/core/state/AL_D.f90,220,DOUBLEPRECISION,False,3,src/evapotranspiration/ETmod.f90;src/frame/FRmod.f90;src/visualisation/visualisation_interface_left.f90,0,
EPOTR,AL_D,src/core/state/AL_D.f90,221,DOUBLEPRECISION,False,0,,0,
SD,AL_D,src/core/state/AL_D.f90,222,DOUBLEPRECISION,False,6,src/driver/rest.f90;src/driver/run_sim.f90;src/evapotranspiration/ETmod.f90;src/frame/FRmod.f90;src/snow/SMmod.f90;src/visualisation/visualisation_interface_left.f90,0,
TS,AL_D,src/core/state/AL_D.f90,223,DOUBLEPRECISION,False,4,src/driver/run_sim.f90;src/evapotranspiration/ETmod.f90;src/frame/FRmod.f90;src/snow/SMmod.f90,0,
SF,AL_D,src/core/state/AL_D.f90,224,DOUBLEPRECISION,False,4,src/driver/run_sim.f90;src/evapotranspiration/ETmod.f90;src/frame/FRmod.f90;src/snow/SMmod.f90,0,
S,AL_D,src/core/state/AL_D.f90,225,DOUBLEPRECISION,False,3,src/driver/run_sim.f90;src/evapotranspiration/ETmod.f90;src/snow/SMmod.f90,0,
precip_m_per_s,AL_D,src/core/state/AL_D.f90,226,DOUBLEPRECISION,False,5,src/driver/rest.f90;src/driver/run_sim.f90;src/evapotranspiration/ETmod.f90;src/frame/FRmod.f90;src/snow/SMmod.f90,0,
OBSPE,AL_D,src/core/state/AL_D.f90,227,DOUBLEPRECISION,False,3,src/driver/rest.f90;src/driver/run_sim.f90;src/evapotranspiration/ETmod.f90,0,
TA,AL_D,src/core/state/AL_D.f90,228,DOUBLEPRECISION,False,4,src/contaminant/CMmod.f90;src/driver/rest.f90;src/driver/run_sim.f90;src/snow/SMmod.f90,0,
U,AL_D,src/core/state/AL_D.f90,229,DOUBLEPRECISION,False,4,src/driver/rest.f90;src/driver/run_sim.f90;src/evapotranspiration/ETmod.f90;src/snow/SMmod.f90,0,
VPD,AL_D,src/core/state/AL_D.f90,230,DOUBLEPRECISION,False,4,src/driver/rest.f90;src/driver/run_sim.f90;src/evapotranspiration/ETmod.f90;src/snow/SMmod.f90,0,
RN,AL_D,src/core/state/AL_D.f90,231,DOUBLEPRECISION,False,4,src/driver/rest.f90;src/driver/run_sim.f90;src/evapotranspiration/ETmod.f90;src/snow/SMmod.f90,0,
VHT,AL_D,src/core/state/AL_D.f90,232,DOUBLEPRECISION,False,4,src/driver/rest.f90;src/driver/run_sim.f90;src/frame/FRmod.f90;src/snow/SMmod.f90,0,
IOTIME,AL_D,src/core/state/AL_D.f90,233,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,0,
DQ0ST,AL_D,src/core/state/AL_D.f90,234,DOUBLEPRECISION,False,4,src/driver/run_sim.f90;src/frame/FRmod.f90;src/overland_channel/OCQDQMOD.F90;src/overland_channel/OCmod.f90,0,
DQIST,AL_D,src/core/state/AL_D.f90,235,DOUBLEPRECISION,False,4,src/driver/run_sim.f90;src/frame/FRmod.f90;src/overland_channel/OCQDQMOD.F90;src/overland_channel/OCmod.f90,0,
DQIST2,AL_D,src/core/state/AL_D.f90,236,DOUBLEPRECISION,False,4,src/driver/run_sim.f90;src/frame/FRmod.f90;src/overland_channel/OCQDQMOD.F90;src/overland_channel/OCmod.f90,0,
ESWA,AL_D,src/core/state/AL_D.f90,237,DOUBLEPRECISION,False,3,src/driver/run_sim.f90;src/evapotranspiration/ETmod.f90;src/overland_channel/OCmod.f90,0,
BALANC,AL_D,src/core/state/AL_D.f90,238,DOUBLEPRECISION,False,2,src/driver/rest.f90;src/frame/FRmod.f90,0,
CMEAN,AL_D,src/core/state/AL_D.f90,239,DOUBLEPRECISION,False,0,,0,
SMEAN,AL_D,src/core/state/AL_D.f90,240,DOUBLEPRECISION,False,0,,0,
ADMEAN,AL_D,src/core/state/AL_D.f90,241,DOUBLEPRECISION,False,0,,0,
RESFIL,AL_D,src/core/state/AL_D.f90,243,CHARACTER(len=200),False,1,src/frame/FRmod.f90,0,
NX,AL_G,src/core/state/AL_G.F90,42,INTEGER,False,6,src/driver/run_sim.f90;src/frame/FRmod.f90;src/overland_channel/OCmod.f90;src/subsurface/VSmod.f90;src/util/utilsmod.f90;src/visualisation/visualisation_interface_left.f90,1,src/contaminant/CMmod.f90
NY,AL_G,src/core/state/AL_G.F90,43,INTEGER,False,6,src/driver/run_sim.f90;src/frame/FRmod.f90;src/overland_channel/OCmod.f90;src/subsurface/VSmod.f90;src/util/utilsmod.f90;src/visualisation/visualisation_interface_left.f90,1,src/contaminant/CMmod.f90
NGDBGN,AL_G,src/core/state/AL_G.F90,44,INTEGER,False,6,src/driver/run_sim.f90;src/evapotranspiration/ETmod.f90;src/frame/FRmod.f90;src/overland_channel/OCmod.f90;src/subsurface/VSmod.f90;src/util/utilsmod.f90,0,
ICMREF,AL_G,src/core/state/AL_G.F90,46,INTEGER,False,9,src/driver/rest.f90;src/driver/run_sim.f90;src/evapotranspiration/ETmod.f90;src/frame/FRmod.f90;src/overland_channel/OCQDQMOD.F90;src/overland_channel/OCmod.f90;src/subsurface/VSmod.f90;src/util/utilsmod.f90;src/visualisation/visualisation_interface_left.f90,1,src/contaminant/CMmod.f90
ICMXY,AL_G,src/core/state/AL_G.F90,47,INTEGER,False,7,src/driver/run_sim.f90;src/frame/FRmod.f90;src/overland_channel/OCQDQMOD.F90;src/overland_channel/OCmod.f90;src/subsurface/VSmod.f90;src/util/utilsmod.f90;src/visualisation/visualisation_interface_left.f90,1,src/contaminant/CMmod.f90
rundata_from_file_dialog,GETDIRQQ,src/driver/getdirqq.f90,62,LOGICAL,False,1,src/Shetran.f90,0,
FileName,GETDIRQQ,src/driver/getdirqq.f90,65,CHARACTER(LEN=LENGTH_FILEPATH),False,0,,0,
FIRST_balwat,rest,src/driver/rest.f90,53,LOGICAL,False,0,,0,
STORW_balwat,rest,src/driver/rest.f90,54,DOUBLEPRECISION,False,0,,0,
pinp,rest,src/driver/rest.f90,55,DOUBLEPRECISION,False,1,src/driver/run_sim.f90,0,
METIME,rest,src/driver/rest.f90,56,DOUBLEPRECISION,False,1,src/driver/run_sim.f90,0,
MELAST,rest,src/driver/rest.f90,57,DOUBLEPRECISION,False,1,src/driver/run_sim.f90,0,
EPTIME,rest,src/driver/rest.f90,58,DOUBLEPRECISION,False,1,src/driver/run_sim.f90,0,
RECORD_HEADROOM,rest,src/driver/rest.f90,61,INTEGER,True,0,,0,
IOSTAGE_NONE,rest,src/driver/rest.f90,62,INTEGER,True,0,,0,
IOSTAGE_RECORD,rest,src/driver/rest.f90,63,INTEGER,True,0,,0,
IOSTAGE_VALUES,rest,src/driver/rest.f90,64,INTEGER,True,0,,0,
IOS_SHORT_RECORD,rest,src/driver/rest.f90,65,INTEGER,True,0,,0,
MET_RECORD,rest,src/driver/rest.f90,67,CHARACTER(LEN=:),False,0,,0,
MET_RECORD_SIZED,rest,src/driver/rest.f90,68,LOGICAL,False,0,,0,
LAMDA,ETmod,src/evapotranspiration/ETmod.f90,88,DOUBLEPRECISION,True,0,,0,
GAMMA,ETmod,src/evapotranspiration/ETmod.f90,89,DOUBLEPRECISION,True,0,,0,
RHO,ETmod,src/evapotranspiration/ETmod.f90,90,DOUBLEPRECISION,True,0,,0,
CP,ETmod,src/evapotranspiration/ETmod.f90,91,DOUBLEPRECISION,True,0,,0,
BAR,ETmod,src/evapotranspiration/ETmod.f90,93,LOGICAL,False,1,src/frame/FRmod.f90,0,
BMETP,ETmod,src/evapotranspiration/ETmod.f90,94,LOGICAL,False,2,src/driver/rest.f90;src/frame/FRmod.f90,0,
BINETP,ETmod,src/evapotranspiration/ETmod.f90,95,LOGICAL,False,1,src/frame/FRmod.f90,0,
BMETAL,ETmod,src/evapotranspiration/ETmod.f90,96,LOGICAL,False,2,src/driver/rest.f90;src/frame/FRmod.f90,0,
BMETDATES,ETmod,src/evapotranspiration/ETmod.f90,97,LOGICAL,False,2,src/driver/rest.f90;src/frame/FRmod.f90,0,
MODE,ETmod,src/evapotranspiration/ETmod.f90,99,INTEGER,False,1,src/frame/FRmod.f90,0,
NF,ETmod,src/evapotranspiration/ETmod.f90,100,INTEGER,False,1,src/frame/FRmod.f90,0,
MEASPE,ETmod,src/evapotranspiration/ETmod.f90,101,INTEGER,False,2,src/driver/rest.f90;src/frame/FRmod.f90,0,
MODECS,ETmod,src/evapotranspiration/ETmod.f90,102,INTEGER,False,2,src/driver/rest.f90;src/frame/FRmod.f90,0,
MODEPL,ETmod,src/evapotranspiration/ETmod.f90,103,INTEGER,False,2,src/driver/rest.f90;src/frame/FRmod.f90,0,
MODECL,ETmod,src/evapotranspiration/ETmod.f90,104,INTEGER,False,2,src/driver/rest.f90;src/frame/FRmod.f90,0,
MODEVH,ETmod,src/evapotranspiration/ETmod.f90,105,INTEGER,False,2,src/driver/rest.f90;src/frame/FRmod.f90,0,
NCTCST,ETmod,src/evapotranspiration/ETmod.f90,106,INTEGER,False,3,src/driver/rest.f90;src/driver/run_sim.f90;src/frame/FRmod.f90,0,
NCTPLA,ETmod,src/evapotranspiration/ETmod.f90,107,INTEGER,False,3,src/driver/rest.f90;src/driver/run_sim.f90;src/frame/FRmod.f90,0,
NCTCLA,ETmod,src/evapotranspiration/ETmod.f90,108,INTEGER,False,3,src/driver/rest.f90;src/driver/run_sim.f90;src/frame/FRmod.f90,0,
NCTVHT,ETmod,src/evapotranspiration/ETmod.f90,109,INTEGER,False,3,src/driver/rest.f90;src/driver/run_sim.f90;src/frame/FRmod.f90,0,
RA,ETmod,src/evapotranspiration/ETmod.f90,111,DOUBLEPRECISION,False,2,src/driver/run_sim.f90;src/frame/FRmod.f90,0,
RC,ETmod,src/evapotranspiration/ETmod.f90,112,DOUBLEPRECISION,False,2,src/driver/run_sim.f90;src/frame/FRmod.f90,0,
RTOP,ETmod,src/evapotranspiration/ETmod.f90,113,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,0,
CSTCAP,ETmod,src/evapotranspiration/ETmod.f90,114,DOUBLEPRECISION,False,3,src/driver/rest.f90;src/driver/run_sim.f90;src/frame/FRmod.f90,0,
CK,ETmod,src/evapotranspiration/ETmod.f90,115,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,0,
CB,ETmod,src/evapotranspiration/ETmod.f90,116,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,0,
DEL,ETmod,src/evapotranspiration/ETmod.f90,117,DOUBLEPRECISION,False,2,src/driver/rest.f90;src/driver/run_sim.f90,0,
PSI4,ETmod,src/evapotranspiration/ETmod.f90,118,DOUBLEPRECISION,False,1,src/driver/run_sim.f90,0,
UZALFA,ETmod,src/evapotranspiration/ETmod.f90,119,DOUBLEPRECISION,False,1,src/driver/run_sim.f90,0,
CSTCA1,ETmod,src/evapotranspiration/ETmod.f90,120,DOUBLEPRECISION,False,2,src/driver/rest.f90;src/frame/FRmod.f90,0,
PLAI1,ETmod,src/evapotranspiration/ETmod.f90,121,DOUBLEPRECISION,False,2,src/driver/rest.f90;src/frame/FRmod.f90,0,
CLAI1,ETmod,src/evapotranspiration/ETmod.f90,122,DOUBLEPRECISION,False,2,src/driver/rest.f90;src/frame/FRmod.f90,0,
VHT1,ETmod,src/evapotranspiration/ETmod.f90,123,DOUBLEPRECISION,False,2,src/driver/rest.f90;src/frame/FRmod.f90,0,
PS1,ETmod,src/evapotranspiration/ETmod.f90,124,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,0,
FET,ETmod,src/evapotranspiration/ETmod.f90,125,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,0,
RCF,ETmod,src/evapotranspiration/ETmod.f90,126,DOUBLEPRECISION,False,1,src/frame/FRmod.f90,0,
RELCST,ETmod,src/evapotranspiration/ETmod.f90,127,DOUBLEPRECISION,False,2,src/driver/rest.f90;src/frame/FRmod.f90,0,
TIMCST,ETmod,src/evapotranspiration/ETmod.f90,128,DOUBLEPRECISION,False,2,src/driver/rest.f90;src/frame/FRmod.f90,0,
RELPLA,ETmod,src/evapotranspiration/ETmod.f90,129,DOUBLEPRECISION,False,2,src/driver/rest.f90;src/frame/FRmod.f90,0,
TIMPLA,ETmod,src/evapotranspiration/ETmod.f90,130,DOUBLEPRECISION,False,2,src/driver/rest.f90;src/frame/FRmod.f90,0,
RELCLA,ETmod,src/evapotranspiration/ETmod.f90,131,DOUBLEPRECISION,False,2,src/driver/rest.f90;src/frame/FRmod.f90,0,
TIMCLA,ETmod,src/evapotranspiration/ETmod.f90,132,DOUBLEPRECISION,False,2,src/driver/rest.f90;src/frame/FRmod.f90,0,
RELVHT,ETmod,src/evapotranspiration/ETmod.f90,133,DOUBLEPRECISION,False,2,src/driver/rest.f90;src/frame/FRmod.f90,0,
TIMVHT,ETmod,src/evapotranspiration/ETmod.f90,134,DOUBLEPRECISION,False,2,src/driver/rest.f90;src/frame/FRmod.f90,0,
msg,ETmod,src/evapotranspiration/ETmod.f90,136,CHARACTER(132),False,0,,0,
IAOUT,FRmod,src/frame/FRmod.f90,119,INTEGER,False,0,,0,
ALLOUT,FRmod,src/frame/FRmod.f90,120,DOUBLEPRECISION,False,0,,0,
DTAO,FRmod,src/frame/FRmod.f90,121,DOUBLEPRECISION,False,0,,0,
TSH,FRmod,src/frame/FRmod.f90,122,DOUBLEPRECISION,False,1,src/driver/run_sim.f90,0,
TCH,FRmod,src/frame/FRmod.f90,123,DOUBLEPRECISION,False,1,src/driver/run_sim.f90,0,
BFRTS1,FRmod,src/frame/FRmod.f90,124,LOGICAL,False,0,,0,
BFRTS2,FRmod,src/frame/FRmod.f90,125,LOGICAL,False,0,,0,
BINFRP,FRmod,src/frame/FRmod.f90,126,LOGICAL,False,0,,0,
BTIME,FRmod,src/frame/FRmod.f90,127,LOGICAL,False,1,src/driver/run_sim.f90,0,
BSOFT,FRmod,src/frame/FRmod.f90,128,LOGICAL,False,1,src/driver/rest.f90,0,
BSTORE,FRmod,src/frame/FRmod.f90,129,LOGICAL,False,1,src/driver/run_sim.f90,0,
BPPNET,FRmod,src/frame/FRmod.f90,130,LOGICAL,False,0,,0,
BPEPOT,FRmod,src/frame/FRmod.f90,131,LOGICAL,False,0,,0,
BPQOC,FRmod,src/frame/FRmod.f90,132,LOGICAL,False,0,,0,
BPDEP,FRmod,src/frame/FRmod.f90,133,LOGICAL,False,0,,0,
BPQF,FRmod,src/frame/FRmod.f90,134,LOGICAL,False,0,,0,
BPQH,FRmod,src/frame/FRmod.f90,135,LOGICAL,False,0,,0,
BPQSZ,FRmod,src/frame/FRmod.f90,136,LOGICAL,False,0,,0,
BPHSZ,FRmod,src/frame/FRmod.f90,137,LOGICAL,False,0,,0,
BPBAL,FRmod,src/frame/FRmod.f90,138,LOGICAL,False,0,,0,
BPSD,FRmod,src/frame/FRmod.f90,139,LOGICAL,False,0,,0,
TITLE,FRmod,src/frame/FRmod.f90,141,CHARACTER(LEN=80),False,0,,0,
msg,FRmod,src/frame/FRmod.f90,142,CHARACTER(256),False,0,,0,
next_hour,FRmod,src/frame/FRmod.f90,144,INTEGER,False,1,src/driver/run_sim.f90,0,
icounter2,FRmod,src/frame/FRmod.f90,145,INTEGER,False,1,src/driver/run_sim.f90,0,
hour_now,FRmod,src/frame/FRmod.f90,146,INTEGER,False,0,,0,
qoctot,FRmod,src/frame/FRmod.f90,147,DOUBLEPRECISION,False,1,src/driver/run_sim.f90,0,
uzold,FRmod,src/frame/FRmod.f90,148,DOUBLEPRECISION,False,1,src/driver/run_sim.f90,0,
uznowt,FRmod,src/frame/FRmod.f90,149,DOUBLEPRECISION,False,0,,0,
sedtot,FRmod,src/frame/FRmod.f90,150,DOUBLEPRECISION,False,0,,0,
sedfinetot,FRmod,src/frame/FRmod.f90,151,DOUBLEPRECISION,False,0,,0,
contamtot,FRmod,src/frame/FRmod.f90,152,DOUBLEPRECISION,False,0,,0,
qoctotextra,FRmod,src/frame/FRmod.f90,153,DOUBLEPRECISION,False,0,,0,
PREVTM,FRmod,src/frame/FRmod.f90,155,DOUBLEPRECISION,False,0,,0,
TIMB,FRmod,src/frame/FRmod.f90,156,DOUBLEPRECISION,False,0,,0,
FIRST_frmb,FRmod,src/frame/FRmod.f90,157,LOGICAL,False,0,,0,
SEDSRT,FRmod,src/frame/FRmod.f90,158,LOGICAL,False,0,,0,
GNUCUM,FRmod,src/frame/FRmod.f90,159,DOUBLEPRECISION,False,0,,0,
DLSSRT,FRmod,src/frame/FRmod.f90,160,DOUBLEPRECISION,False,0,,0,
cahum,MNmod,src/nitrate/MNmod.f90,72,DOUBLEPRECISION,False,0,,0,
calit,MNmod,src/nitrate/MNmod.f90,73,DOUBLEPRECISION,False,0,,0,
caman,MNmod,src/nitrate/MNmod.f90,74,DOUBLEPRECISION,False,0,,0,
cdort,MNmod,src/nitrate/MNmod.f90,75,DOUBLEPRECISION,False,0,,0,
chum,MNmod,src/nitrate/MNmod.f90,76,DOUBLEPRECISION,False,0,,0,
chum1,MNmod,src/nitrate/MNmod.f90,77,DOUBLEPRECISION,False,0,,0,
clit,MNmod,src/nitrate/MNmod.f90,78,DOUBLEPRECISION,False,0,,0,
clit1,MNmod,src/nitrate/MNmod.f90,79,DOUBLEPRECISION,False,0,,0,
cman,MNmod,src/nitrate/MNmod.f90,80,DOUBLEPRECISION,False,0,,0,
cman1,MNmod,src/nitrate/MNmod.f90,81,DOUBLEPRECISION,False,0,,0,
denit,MNmod,src/nitrate/MNmod.f90,82,DOUBLEPRECISION,False,0,,0,
dummy4,MNmod,src/nitrate/MNmod.f90,83,DOUBLEPRECISION,False,0,,0,
dummy6,MNmod,src/nitrate/MNmod.f90,84,DOUBLEPRECISION,False,0,,0,
edeth,MNmod,src/nitrate/MNmod.f90,85,DOUBLEPRECISION,False,0,,0,
emph,MNmod,src/nitrate/MNmod.f90,86,DOUBLEPRECISION,False,0,,0,
emt,MNmod,src/nitrate/MNmod.f90,87,DOUBLEPRECISION,False,0,,0,
enph,MNmod,src/nitrate/MNmod.f90,88,DOUBLEPRECISION,False,0,,0,
ent,MNmod,src/nitrate/MNmod.f90,89,DOUBLEPRECISION,False,0,,0,
gam,MNmod,src/nitrate/MNmod.f90,90,DOUBLEPRECISION,False,0,,0,
gamtmp,MNmod,src/nitrate/MNmod.f90,91,DOUBLEPRECISION,False,0,,0,
imamm,MNmod,src/nitrate/MNmod.f90,92,DOUBLEPRECISION,False,0,,0,
imdiff,MNmod,src/nitrate/MNmod.f90,93,DOUBLEPRECISION,False,0,,0,
imnit,MNmod,src/nitrate/MNmod.f90,94,DOUBLEPRECISION,False,0,,0,
isimtf,MNmod,src/nitrate/MNmod.f90,95,LOGICAL,False,0,,0,
kd1,MNmod,src/nitrate/MNmod.f90,96,DOUBLEPRECISION,False,0,,0,
kd2,MNmod,src/nitrate/MNmod.f90,97,DOUBLEPRECISION,False,0,,0,
khum,MNmod,src/nitrate/MNmod.f90,98,DOUBLEPRECISION,False,0,,0,
klit,MNmod,src/nitrate/MNmod.f90,99,DOUBLEPRECISION,False,0,,0,
kman,MNmod,src/nitrate/MNmod.f90,100,DOUBLEPRECISION,False,0,,0,
knit,MNmod,src/nitrate/MNmod.f90,101,DOUBLEPRECISION,False,0,,0,
kvol,MNmod,src/nitrate/MNmod.f90,102,DOUBLEPRECISION,False,0,,0,
miner,MNmod,src/nitrate/MNmod.f90,103,DOUBLEPRECISION,False,0,,0,
naamm,MNmod,src/nitrate/MNmod.f90,104,DOUBLEPRECISION,False,0,,0,
namm,MNmod,src/nitrate/MNmod.f90,105,DOUBLEPRECISION,False,0,,0,
namm1,MNmod,src/nitrate/MNmod.f90,106,DOUBLEPRECISION,False,0,,0,
nanit,MNmod,src/nitrate/MNmod.f90,107,DOUBLEPRECISION,False,0,,0,
ndnit,MNmod,src/nitrate/MNmod.f90,108,DOUBLEPRECISION,False,0,,0,
ndsnt,MNmod,src/nitrate/MNmod.f90,109,DOUBLEPRECISION,False,0,,0,
nlit,MNmod,src/nitrate/MNmod.f90,110,DOUBLEPRECISION,False,0,,0,
nlit1,MNmod,src/nitrate/MNmod.f90,111,DOUBLEPRECISION,False,0,,0,
nman,MNmod,src/nitrate/MNmod.f90,112,DOUBLEPRECISION,False,0,,0,
nman1,MNmod,src/nitrate/MNmod.f90,113,DOUBLEPRECISION,False,0,,0,
ntrf,MNmod,src/nitrate/MNmod.f90,114,DOUBLEPRECISION,False,0,,0,
plamm,MNmod,src/nitrate/MNmod.f90,115,DOUBLEPRECISION,False,0,,0,
plnit,MNmod,src/nitrate/MNmod.f90,116,DOUBLEPRECISION,False,0,,0,
plup,MNmod,src/nitrate/MNmod.f90,117,DOUBLEPRECISION,False,0,,0,
pphi,MNmod,src/nitrate/MNmod.f90,118,DOUBLEPRECISION,False,0,,0,
snit,MNmod,src/nitrate/MNmod.f90,119,DOUBLEPRECISION,False,0,,0,
temp,MNmod,src/nitrate/MNmod.f90,120,DOUBLEPRECISION,False,0,,0,
vol,MNmod,src/nitrate/MNmod.f90,121,DOUBLEPRECISION,False,0,,0,
MN_PLANT_NVALEE,MNmod,src/nitrate/MNmod.f90,123,INTEGER,True,0,,0,
MN_CONFIG,MNmod,src/nitrate/MNmod.f90,153,TYPE(MN_CONFIG_TYPE),False,0,,0,
MN_WORK,MNmod,src/nitrate/MNmod.f90,154,TYPE(MN_WORKSPACE_TYPE),False,0,,0,
MN_PLANT_STATE,MNmod,src/nitrate/MNmod.f90,155,TYPE(MN_PLANT_STATE_TYPE),False,0,,0,
MN_INITIALISED,MNmod,src/nitrate/MNmod.f90,156,LOGICAL,False,0,,0,
MN_ALLOCATED_NEL,MNmod,src/nitrate/MNmod.f90,157,INTEGER,False,0,,0,
MN_ALLOCATED_NCETOP,MNmod,src/nitrate/MNmod.f90,157,INTEGER,False,0,,0,
XAFULL,ocqdqmod,src/overland_channel/OCQDQMOD.F90,54,DOUBLEPRECISION,False,2,src/driver/run_sim.f90;src/overland_channel/OCmod.f90,0,
