Simulated discharge(m3/s) at the outlet - regular timestep    1.00 hours. Simulated discharge is the mean value over the timestep with the date at the end of the timestep
Date_yyyy/mm/dd_hours(iso8601format),Time(hours),Outlet-8,Channel-12,Channel-31,Channel-38,Channel-51,Channel-85,Channel-105
1980-01-01T01:00:00,1.000,.00000,.06203,.03604,.07596,.04729,.09419,.04305
1980-01-01T02:00:00,2.000,.00000,.21161,.15823,.14400,.44220,.84508,.11222
1980-01-01T03:00:00,3.000,.28128,.36267,.52048,.13286,1.50265,1.47504,.12962
1980-01-01T04:00:00,4.000,.62152,.59096,1.93630,.11293,2.60296,1.62234,.12418
1980-01-01T05:00:00,5.000,.93156,1.07412,4.53702,.09658,3.10187,1.62480,.11349
1980-01-01T06:00:00,6.000,1.77162,2.53288,6.54375,.08406,3.17477,1.59614,.10282
1980-01-01T07:00:00,7.000,3.92769,5.09067,7.33853,.07484,3.11258,1.56687,.09382
1980-01-01T08:00:00,8.000,6.32822,7.00693,7.46363,.06788,3.03056,1.54363,.08645
1980-01-01T09:00:00,9.000,7.62479,7.80084,7.33027,.06262,2.95841,1.52723,.08054
1980-01-01T10:00:00,10.000,8.04935,7.96828,7.13432,.05861,2.90109,1.51669,.07578
1980-01-01T11:00:00,11.000,8.06615,7.88007,6.94094,.05551,2.85706,1.51085,.07189
1980-01-01T12:00:00,12.000,7.94374,7.72345,6.78183,.05326,2.82613,1.50882,.06886
1980-01-01T13:00:00,13.000,7.79042,7.56309,6.65341,.05156,2.80438,1.50950,.06640
1980-01-01T14:00:00,14.000,7.64472,7.42121,6.55244,.05027,2.78987,1.51223,.06440
1980-01-01T15:00:00,15.000,7.52165,7.30569,6.47621,.04932,2.78128,1.51646,.06279
1980-01-01T16:00:00,16.000,7.42450,7.21666,6.42097,.04866,2.77730,1.52163,.06150
1980-01-01T17:00:00,17.000,7.35130,7.15090,6.38270,.04822,2.77665,1.52724,.06048
1980-01-01T18:00:00,18.000,7.29493,7.10145,6.35627,.04793,2.77856,1.53343,.05963
1980-01-01T19:00:00,19.000,7.25672,7.06903,6.34137,.04779,2.78249,1.53976,.05897
1980-01-01T20:00:00,20.000,7.23288,7.04984,6.33494,.04775,2.78753,1.54580,.05846
1980-01-01T21:00:00,21.000,7.21931,7.04031,6.33522,.04780,2.79400,1.55220,.05804
1980-01-01T22:00:00,22.000,7.21515,7.03928,6.34076,.04791,2.80097,1.55825,.05774
1980-01-01T23:00:00,23.000,7.21787,7.04435,6.34974,.04806,2.80795,1.56374,.05753
1980-01-02T00:00:00,24.000,7.22799,7.05646,6.36417,.04830,2.81667,1.56993,.05740
1980-01-02T01:00:00,25.000,7.24620,7.07537,6.38451,.04866,2.82740,1.57504,.05746
1980-01-02T02:00:00,26.000,7.26830,7.09825,6.40828,.04898,2.83710,1.57670,.05757
1980-01-02T03:00:00,27.000,7.29428,7.12508,6.43322,.04930,2.84546,1.58025,.05767
1980-01-02T04:00:00,28.000,7.32358,7.15472,6.45781,.04961,2.85321,1.58572,.05778
1980-01-02T05:00:00,29.000,7.35083,7.18179,6.47895,.04989,2.86039,1.59093,.05789
1980-01-02T06:00:00,30.000,7.38063,7.21105,6.50149,.05021,2.86858,1.59638,.05805
1980-01-02T07:00:00,31.000,7.40859,7.23839,6.52273,.05051,2.87646,1.60114,.05822
1980-01-02T08:00:00,32.000,7.43482,7.26404,6.54286,.05080,2.88380,1.60533,.05841
1980-01-02T09:00:00,33.000,7.46459,7.29316,6.56580,.05114,2.89186,1.60975,.05871
1980-01-02T10:00:00,34.000,7.49020,7.31819,6.58542,.05143,2.89851,1.61331,.05898
1980-01-02T11:00:00,35.000,7.51682,7.34417,6.60561,.05174,2.90517,1.61679,.05927
1980-01-02T12:00:00,36.000,7.54428,7.37091,6.62616,.05206,2.91179,1.62016,.05960
1980-01-02T13:00:00,37.000,7.56882,7.39475,6.64432,.05236,2.91753,1.62304,.05991
1980-01-02T14:00:00,38.000,7.59529,7.42041,6.66370,.05268,2.92356,1.62601,.06029
1980-01-02T15:00:00,39.000,7.61994,7.44426,6.68160,.05298,2.92905,1.62864,.06067
1980-01-02T16:00:00,40.000,7.64289,7.46641,6.69815,.05326,2.93406,1.63102,.06105
1980-01-02T17:00:00,41.000,7.66857,7.49116,6.71655,.05359,2.93957,1.63356,.06151
1980-01-02T18:00:00,42.000,7.69030,7.51209,6.73201,.05387,2.94413,1.63563,.06193
1980-01-02T19:00:00,43.000,7.71257,7.53349,6.74776,.05416,2.94873,1.63768,.06238
1980-01-02T20:00:00,44.000,7.73522,7.55522,6.76370,.05446,2.95331,1.63969,.06288
1980-01-02T21:00:00,45.000,7.75523,7.57439,6.77771,.05473,2.95731,1.64143,.06335
1980-01-02T22:00:00,46.000,7.77664,7.59489,6.79269,.05502,2.96153,1.64325,.06391
1980-01-02T23:00:00,47.000,7.79649,7.61386,6.80644,.05529,2.96540,1.64491,.06445
1980-01-03T00:00:00,48.000,7.81491,7.63144,6.81914,.05555,2.96895,1.64639,.06496
1980-01-03T01:00:00,49.000,7.83348,7.64654,6.83569,.05605,2.97669,1.63073,.06630
1980-01-03T02:00:00,50.000,7.86304,7.67708,6.86342,.05723,2.98736,1.62690,.06953
1980-01-03T03:00:00,51.000,7.90493,7.72182,6.90261,.05894,3.00713,1.67811,.07527
1980-01-03T04:00:00,52.000,7.96648,7.78886,6.96721,.06118,3.06458,1.75820,.08426
1980-01-03T05:00:00,53.000,8.05646,7.88783,7.07726,.06392,3.16464,1.83089,.09706
1980-01-03T06:00:00,54.000,8.18780,8.03327,7.24915,.06712,3.28672,1.89835,.11394
1980-01-03T07:00:00,55.000,8.37584,8.23994,7.48132,.07072,3.41613,1.96993,.13469
1980-01-03T08:00:00,56.000,8.62977,8.51320,7.76116,.07468,3.55353,2.04884,.15921
1980-01-03T09:00:00,57.000,8.94704,8.84560,8.07663,.07899,3.70204,2.13461,.18718
1980-01-03T10:00:00,58.000,9.31727,9.22539,8.42488,.08363,3.86275,2.22634,.21796
1980-01-03T11:00:00,59.000,9.73134,9.64539,8.80453,.08861,4.03441,2.32237,.25071
1980-01-03T12:00:00,60.000,10.18160,10.09927,9.21226,.09380,4.21391,2.42030,.28453
1980-01-03T13:00:00,61.000,10.66633,10.58577,9.64655,.09913,4.39919,2.51897,.31910
1980-01-03T14:00:00,62.000,11.18259,11.10161,10.10278,.10469,4.58747,2.61730,.35350
1980-01-03T15:00:00,63.000,11.72815,11.64452,10.57856,.11046,4.77731,2.71405,.38754
1980-01-03T16:00:00,64.000,12.29549,12.20699,11.06860,.11639,4.96576,2.80808,.42133
1980-01-03T17:00:00,65.000,12.87950,12.78439,11.57122,.12267,5.15128,2.89958,.45450
1980-01-03T18:00:00,66.000,13.47907,13.37651,12.08757,.12938,5.33748,2.98859,.48702
1980-01-03T19:00:00,67.000,14.09397,13.98198,12.61438,.13640,5.52066,3.07477,.51867
1980-01-03T20:00:00,68.000,14.72416,14.60066,13.14790,.14386,5.69606,3.15812,.54973
1980-01-03T21:00:00,69.000,15.35682,15.22118,13.67942,.15175,5.86519,3.24068,.58694
1980-01-03T22:00:00,70.000,15.98984,15.84133,14.21145,.15991,6.03139,3.32402,.62045
1980-01-03T23:00:00,71.000,16.62584,16.46502,14.74706,.16840,6.19387,3.39926,.64678
1980-01-04T00:00:00,72.000,17.26181,17.08647,15.27714,.17719,6.34781,3.46707,.67021
1980-01-04T01:00:00,73.000,17.92004,17.72814,15.81144,.18967,6.50030,3.52926,.69688
1980-01-04T02:00:00,74.000,18.63974,18.43170,16.38106,.20648,6.68162,3.59502,.72247
1980-01-04T03:00:00,75.000,19.31166,19.08105,16.90749,.21724,6.83007,3.63018,.73123
1980-01-04T04:00:00,76.000,19.87582,19.61236,17.29844,.22033,6.89155,3.61133,.71370
1980-01-04T05:00:00,77.000,20.29613,19.98734,17.49977,.22123,6.87345,3.55709,.69137
1980-01-04T06:00:00,78.000,20.54523,20.18558,17.53212,.22212,6.81469,3.49658,.67131
1980-01-04T07:00:00,79.000,20.63662,20.23268,17.45926,.22329,6.74558,3.44115,.65405
1980-01-04T08:00:00,80.000,20.61508,20.18010,17.33959,.22475,6.68054,3.39247,.63903
1980-01-04T09:00:00,81.000,20.53027,20.07706,17.20918,.22639,6.62385,3.34985,.62580
1980-01-04T10:00:00,82.000,20.41974,19.95751,17.08509,.22815,6.57557,3.31246,.61406
1980-01-04T11:00:00,83.000,20.30585,19.83988,16.97319,.22996,6.53463,3.27939,.60353
1980-01-04T12:00:00,84.000,20.19922,19.73209,16.87421,.23177,6.49980,3.24995,.59401
1980-01-04T13:00:00,85.000,20.10388,19.63672,16.78698,.23356,6.47005,3.22370,.58535
1980-01-04T14:00:00,86.000,20.01982,19.55255,16.70993,.23530,6.44458,3.20025,.57745
1980-01-04T15:00:00,87.000,19.94237,19.47371,16.64153,.23699,6.42275,3.17925,.57018
1980-01-04T16:00:00,88.000,19.86736,19.39662,16.58052,.23862,6.40405,3.16043,.56346
1980-01-04T17:00:00,89.000,19.79406,19.32142,16.52590,.24018,6.38808,3.14359,.55724
1980-01-04T18:00:00,90.000,19.72346,19.24939,16.47686,.24168,6.37449,3.12855,.55146
1980-01-04T19:00:00,91.000,19.65652,19.18137,16.43274,.24311,6.36301,3.11513,.54610
1980-01-04T20:00:00,92.000,19.59371,19.11771,16.39302,.24448,6.35341,3.10320,.54110
1980-01-04T21:00:00,93.000,19.53520,19.05848,16.35735,.24577,6.34547,3.09262,.53646
1980-01-04T22:00:00,94.000,19.48099,19.00367,16.32522,.24701,6.33981,3.08326,.53211
1980-01-04T23:00:00,95.000,19.43014,18.95186,16.29169,.24818,6.33388,3.07500,.52802
1980-01-05T00:00:00,96.000,19.37978,18.90007,16.24985,.24928,6.31190,3.06812,.52415
1980-01-05T01:00:00,97.000,19.33446,18.85274,16.20016,.25246,6.28270,3.06681,.52493
1980-01-05T02:00:00,98.000,19.28936,18.79832,16.15563,.25917,6.26774,3.07368,.53210
1980-01-05T03:00:00,99.000,19.23944,18.73906,16.13271,.26766,6.26999,3.08640,.54161
1980-01-05T04:00:00,100.000,19.19755,18.69163,16.13557,.27728,6.28540,3.10252,.55229
1980-01-05T05:00:00,101.000,19.17519,18.66616,16.16296,.28785,6.30908,3.12056,.56358
1980-01-05T06:00:00,102.000,19.17529,18.66292,16.20144,.29545,6.32260,3.13980,.57512
1980-01-05T07:00:00,103.000,19.18754,18.66753,16.21901,.29635,6.32428,3.15719,.58666
1980-01-05T08:00:00,104.000,19.19313,18.65992,16.20492,.29435,6.31952,3.17306,.60188
1980-01-05T09:00:00,105.000,19.17981,18.63070,16.16616,.29084,6.30930,3.17886,.60182
1980-01-05T10:00:00,106.000,19.14282,18.57722,16.10147,.28640,6.27855,3.16402,.59025
1980-01-05T11:00:00,107.000,19.06298,18.48310,16.00600,.28133,6.22699,3.13770,.57512
1980-01-05T12:00:00,108.000,18.94326,18.35360,15.88324,.27588,6.16266,3.10745,.55870
1980-01-05T13:00:00,109.000,18.79379,18.19696,15.73747,.27020,6.09290,3.07648,.54193
1980-01-05T14:00:00,110.000,18.62180,18.01857,15.57098,.26541,6.02401,3.04467,.52712
1980-01-05T15:00:00,111.000,18.46780,17.85687,15.42408,.26545,5.98506,3.02903,.52226
1980-01-05T16:00:00,112.000,18.31606,17.70206,15.30532,.26398,5.96368,3.01842,.51514
1980-01-05T17:00:00,113.000,18.18634,17.57328,15.20475,.25953,5.93328,2.99847,.50399
1980-01-05T18:00:00,114.000,18.03703,17.42425,15.06863,.25237,5.87859,2.96595,.48884
1980-01-05T19:00:00,115.000,17.84795,17.23293,14.87794,.24382,5.80097,2.92388,.47200
1980-01-05T20:00:00,116.000,17.61884,16.99962,14.64284,.23571,5.71400,2.88012,.45670
1980-01-05T21:00:00,117.000,17.35576,16.73271,14.38285,.22833,5.62741,2.83907,.44324
1980-01-05T22:00:00,118.000,17.07040,16.44595,14.11627,.22165,5.54618,2.80224,.43142
1980-01-05T23:00:00,119.000,16.77592,16.15323,13.85601,.21557,5.47222,2.76979,.42102
1980-01-06T00:00:00,120.000,16.47268,15.85443,13.60295,.21129,5.41191,2.74476,.41412
1980-01-06T01:00:00,121.000,16.20455,15.59329,13.39391,.20770,5.36691,2.72459,.40720
1980-01-06T02:00:00,122.000,15.98252,15.37867,13.22535,.20407,5.32697,2.70485,.39931
1980-01-06T03:00:00,123.000,15.98252,15.18281,13.07141,.20027,5.28626,2.68388,.39067
1980-01-06T04:00:00,124.000,15.49076,14.90337,12.83957,.19398,5.21091,2.64585,.37601
1980-01-06T05:00:00,125.000,15.37651,14.79209,12.74478,.19146,5.17853,2.62989,.36987
1980-01-06T06:00:00,126.000,15.37651,14.50028,12.49272,.18482,5.09030,2.58689,.35335
1980-01-06T07:00:00,127.000,14.97011,14.39489,12.40071,.18239,5.05730,2.57188,.34786
1980-01-06T08:00:00,128.000,14.97011,14.10672,12.14911,.17576,4.96705,2.53084,.33283
1980-01-06T09:00:00,129.000,14.56701,14.00051,12.05720,.17354,4.93469,2.51629,.32750
1980-01-06T10:00:00,130.000,14.56701,13.71009,11.80590,.16746,4.84622,2.47650,.31294
1980-01-06T11:00:00,131.000,14.16498,13.60823,11.71943,.16552,4.81666,2.46335,.30827
1980-01-06T12:00:00,132.000,14.16498,13.32970,11.48299,.16022,4.73584,2.42739,.29549
1980-01-06T13:00:00,133.000,13.78138,13.23547,11.40453,.15851,4.70974,2.41617,.29174
1980-01-06T14:00:00,134.000,13.78138,12.97781,11.18999,.15383,4.63837,2.38550,.28149
1980-01-06T15:00:00,135.000,13.42698,12.89243,11.11981,.15229,4.61522,2.37538,.27796
1980-01-06T16:00:00,136.000,13.42698,12.65897,10.92791,.14809,4.55190,2.34771,.26829
1980-01-06T17:00:00,137.000,13.10471,12.58224,10.86526,.14671,4.53115,2.33857,.26508
1980-01-06T18:00:00,138.000,13.10471,12.37241,10.69395,.14295,4.47441,2.31358,.25631
1980-01-06T19:00:00,139.000,12.81422,12.30351,10.63784,.14168,4.45586,2.30567,.25372
1980-01-06T20:00:00,140.000,12.81422,12.11510,10.48442,.13823,4.40512,2.28403,.24664
1980-01-06T21:00:00,141.000,12.55265,12.05303,10.43387,.13707,4.38824,2.27665,.24407
1980-01-06T22:00:00,142.000,12.55265,11.88330,10.29565,.13390,4.34207,2.25645,.23704
1980-01-06T23:00:00,143.000,12.31626,11.82700,10.24967,.13285,4.32653,2.24958,.23465
1980-01-07T00:00:00,144.000,12.31626,11.67305,10.12396,.12997,4.28404,2.23077,.22811
1980-01-07T01:00:00,145.000,12.10132,11.62166,10.08189,.12901,4.26965,2.22435,.22589
1980-01-07T02:00:00,146.000,12.10132,11.48113,9.96685,.12638,4.23030,2.20679,.21982
1980-01-07T03:00:00,147.000,11.90472,11.43399,9.92817,.12549,4.21695,2.20084,.21778
1980-01-07T04:00:00,148.000,11.90472,11.30510,9.82239,.12307,4.18043,2.18455,.21220
1980-01-07T05:00:00,149.000,11.72407,11.26165,9.78667,.12224,4.16800,2.17902,.21032
1980-01-07T06:00:00,150.000,11.72407,11.14284,9.68898,.11998,4.13401,2.16388,.20518
1980-01-07T07:00:00,151.000,11.55725,11.10263,9.65587,.11921,4.12241,2.15872,.20345
1980-01-07T08:00:00,152.000,11.55725,10.99269,9.56534,.11710,4.09069,2.14461,.19871
1980-01-07T09:00:00,153.000,11.40261,10.95536,9.53459,.11638,4.07984,2.13979,.19711
1980-01-07T10:00:00,154.000,11.40261,10.85329,9.45049,.11439,4.05016,2.12662,.19274
1980-01-07T11:00:00,155.000,11.25880,10.81855,9.42184,.11371,4.03998,2.12210,.19126
1980-01-07T12:00:00,156.000,11.25880,10.72354,9.34350,.11184,4.01214,2.10976,.18721
1980-01-07T13:00:00,157.000,11.12471,10.69115,9.31684,.11120,4.00273,2.10581,.18609
1980-01-07T14:00:00,158.000,11.12471,10.60260,9.24392,.10944,3.97698,2.09503,.18300
1980-01-07T15:00:00,159.000,10.99954,10.57238,9.21905,.10882,3.96812,2.09116,.18178
1980-01-07T16:00:00,160.000,10.99954,10.48976,9.15107,.10715,3.94389,2.08060,.17844
1980-01-07T17:00:00,161.000,10.88254,10.46150,9.12782,.10658,3.93547,2.07687,.17727
1980-01-07T18:00:00,162.000,10.88254,10.38425,9.06426,.10500,3.91247,2.06669,.17409
1980-01-07T19:00:00,163.000,10.77296,10.35777,9.04246,.10445,3.90448,2.06314,.17299
1980-01-07T20:00:00,164.000,10.77296,10.28538,8.98286,.10295,3.88260,2.05341,.16998
1980-01-07T21:00:00,165.000,10.67010,10.26052,8.96238,.10243,3.87500,2.05003,.16895
1980-01-07T22:00:00,166.000,10.67010,10.19254,8.90638,.10101,3.85422,2.04077,.16613
1980-01-07T23:00:00,167.000,10.57340,10.16919,8.88714,.10052,3.84699,2.03754,.16516
1980-01-08T00:00:00,168.000,10.57340,10.10535,8.83454,.09917,3.82725,2.02871,.16252
1980-01-08T01:00:00,169.000,10.48249,10.08345,8.81649,.09871,3.82039,2.02563,.16161
1980-01-08T02:00:00,170.000,10.48249,10.02354,8.76713,.09744,3.80162,2.01721,.15912
1980-01-08T03:00:00,171.000,10.39701,10.00294,8.75014,.09700,3.79509,2.01427,.15827
1980-01-08T04:00:00,172.000,10.39701,9.94659,8.70371,.09579,3.77724,2.00623,.15594
1980-01-08T05:00:00,173.000,10.31649,9.92720,8.68773,.09537,3.77102,2.00342,.15514
1980-01-08T06:00:00,174.000,10.31649,9.87416,8.64404,.09423,3.75400,1.99575,.15295
1980-01-08T07:00:00,175.000,10.24056,9.85586,8.62894,.09383,3.74806,1.99306,.15220
1980-01-08T08:00:00,176.000,10.24056,9.80580,8.58765,.09274,3.73182,1.98569,.15014
1980-01-08T09:00:00,177.000,10.16879,9.78849,8.57335,.09236,3.72614,1.98310,.14944
1980-01-08T10:00:00,178.000,10.16879,9.74116,8.53427,.09132,3.71059,1.97602,.14750
1980-01-08T11:00:00,179.000,10.10083,9.72477,8.52073,.09096,3.70516,1.97354,.14684
1980-01-08T12:00:00,180.000,10.10083,9.67996,8.48372,.08997,3.69030,1.96673,.14502
1980-01-08T13:00:00,181.000,10.03640,9.66443,8.47090,.08963,3.68510,1.96434,.14440
1980-01-08T14:00:00,182.000,10.03640,9.62196,8.43583,.08869,3.67087,1.95779,.14269
1980-01-08T15:00:00,183.000,9.97527,9.60723,8.42366,.08836,3.66588,1.95548,.14210
1980-01-08T16:00:00,184.000,9.97527,9.56695,8.39037,.08747,3.65223,1.94917,.14049
1980-01-08T17:00:00,185.000,9.91720,9.55295,8.37879,.08716,3.64743,1.94694,.13993
1980-01-08T18:00:00,186.000,9.91720,9.51467,8.34713,.08630,3.63432,1.94084,.13841
1980-01-08T19:00:00,187.000,9.86194,9.50134,8.33609,.08601,3.62971,1.93869,.13789
1980-01-08T20:00:00,188.000,9.86194,9.46490,8.30591,.08520,3.61711,1.93281,.13646
1980-01-08T21:00:00,189.000,9.80927,9.45218,8.29535,.08491,3.61267,1.93072,.13596
1980-01-08T22:00:00,190.000,9.80927,9.41740,8.26647,.08414,3.60055,1.92503,.13461
1980-01-08T23:00:00,191.000,9.75898,9.40526,8.25638,.08387,3.59626,1.92299,.13413
1980-01-09T00:00:00,192.000,9.75898,9.37206,8.22877,.08314,3.58455,1.91738,.13281
1980-01-09T01:00:00,193.000,9.71092,9.36045,8.21909,.08288,3.58039,1.91534,.13232
1980-01-09T02:00:00,194.000,9.71092,9.32872,8.19263,.08219,3.56903,1.90975,.13100
1980-01-09T03:00:00,195.000,9.66494,9.31760,8.18335,.08195,3.56499,1.90776,.13053
1980-01-09T04:00:00,196.000,9.66494,9.28720,8.15797,.08129,3.55396,1.90230,.12926
1980-01-09T05:00:00,197.000,9.62086,9.27654,8.14905,.08106,3.55005,1.90035,.12882
1980-01-09T06:00:00,198.000,9.62086,9.24738,8.12465,.08044,3.53936,1.89503,.12761
1980-01-09T07:00:00,199.000,9.57855,9.23714,8.11605,.08022,3.53557,1.89313,.12719
1980-01-09T08:00:00,200.000,9.57855,9.20911,8.09255,.07962,3.52520,1.88793,.12603
1980-01-09T09:00:00,201.000,9.53786,9.19925,8.08426,.07942,3.52153,1.88608,.12563
1980-01-09T10:00:00,202.000,9.53786,9.17227,8.06159,.07885,3.51147,1.88100,.12453
1980-01-09T11:00:00,203.000,9.49867,9.16277,8.05358,.07866,3.50790,1.87919,.12415
1980-01-09T12:00:00,204.000,9.49867,9.13677,8.03169,.07812,3.49814,1.87424,.12310
1980-01-09T13:00:00,205.000,9.46088,9.12760,8.02395,.07793,3.49468,1.87247,.12273
1980-01-09T14:00:00,206.000,9.46088,9.10251,8.00277,.07742,3.48520,1.86764,.12173
1980-01-09T15:00:00,207.000,9.42439,9.09365,7.99528,.07724,3.48183,1.86591,.12138
1980-01-09T16:00:00,208.000,9.42439,9.06941,7.97479,.07676,3.47261,1.86119,.12043
1980-01-09T17:00:00,209.000,9.38913,9.06085,7.96754,.07659,3.46934,1.85950,.12009
1980-01-09T18:00:00,210.000,9.38913,9.03742,7.94773,.07612,3.46037,1.85488,.11918
1980-01-09T19:00:00,211.000,9.35504,9.02914,7.94071,.07596,3.45718,1.85322,.11886
1980-01-09T20:00:00,212.000,9.35504,9.00649,7.92153,.07552,3.44846,1.84870,.11799
1980-01-09T21:00:00,213.000,9.32205,8.99847,7.91472,.07537,3.44534,1.84708,.11768
1980-01-09T22:00:00,214.000,9.32205,8.97654,7.89610,.07495,3.43683,1.84264,.11685
1980-01-09T23:00:00,215.000,9.29009,8.96875,7.88948,.07480,3.43379,1.84105,.11656
1980-01-10T00:00:00,216.000,9.29009,8.94746,7.87137,.07440,3.42547,1.83669,.11575
1980-01-10T01:00:00,217.000,9.25904,8.93988,7.86491,.07425,3.42249,1.83513,.11547
1980-01-10T02:00:00,218.000,9.25904,8.91914,7.84724,.07387,3.41435,1.83084,.11470
1980-01-10T03:00:00,219.000,9.22880,8.91176,7.84094,.07373,3.41143,1.82930,.11443
1980-01-10T04:00:00,220.000,9.22880,8.89158,7.82372,.07337,3.40346,1.82508,.11369
1980-01-10T05:00:00,221.000,9.19937,8.88439,7.81757,.07324,3.40060,1.82357,.11343
1980-01-10T06:00:00,222.000,9.19937,8.86473,7.80076,.07288,3.39279,1.81942,.11271
1980-01-10T07:00:00,223.000,9.17071,8.85773,7.79477,.07276,3.38999,1.81793,.11246
1980-01-10T08:00:00,224.000,9.17071,8.83859,7.77839,.07242,3.38234,1.81386,.11177
1980-01-10T09:00:00,225.000,9.14279,8.83177,7.77254,.07231,3.37960,1.81239,.11153
1980-01-10T10:00:00,226.000,9.14279,8.81313,7.75653,.07199,3.37211,1.80838,.11085
1980-01-10T11:00:00,227.000,9.11560,8.80649,7.75082,.07187,3.36943,1.80694,.11062
1980-01-10T12:00:00,228.000,9.11560,8.78833,7.73520,.07157,3.36209,1.80299,.10998
1980-01-10T13:00:00,229.000,9.08910,8.78186,7.72962,.07146,3.35946,1.80158,.10975
1980-01-10T14:00:00,230.000,9.08910,8.76416,7.71436,.07116,3.35227,1.79770,.10914
1980-01-10T15:00:00,231.000,9.06328,8.75786,7.70891,.07106,3.34969,1.79630,.10892
1980-01-10T16:00:00,232.000,9.06328,8.74061,7.69401,.07078,3.34264,1.79248,.10833
1980-01-10T17:00:00,233.000,9.03812,8.73446,7.68869,.07068,3.34010,1.79110,.10812
1980-01-10T18:00:00,234.000,9.03812,8.71765,7.67413,.07041,3.33318,1.78734,.10755
1980-01-10T19:00:00,235.000,9.01357,8.71164,7.66893,.07032,3.33070,1.78598,.10735
1980-01-10T20:00:00,236.000,9.01357,8.69523,7.65470,.07006,3.32393,1.78227,.10680
1980-01-10T21:00:00,237.000,8.98961,8.68937,7.64961,.06997,3.32148,1.78092,.10660
1980-01-10T22:00:00,238.000,8.98961,8.67334,7.63568,.06972,3.31481,1.77726,.10606
1980-01-10T23:00:00,239.000,8.96689,8.66833,7.63132,.06967,3.31276,1.77612,.10592
1980-01-11T00:00:00,240.000,8.96689,8.65460,7.61939,.06952,3.30716,1.77301,.10553
1980-01-11T01:00:00,241.000,8.94731,8.65047,7.61581,.06948,3.30541,1.77199,.10541
1980-01-11T02:00:00,242.000,8.94731,8.63916,7.60601,.06937,3.30062,1.76922,.10508
1980-01-11T03:00:00,243.000,8.93085,8.63570,7.60297,.06933,3.29899,1.76822,.10497
1980-01-11T04:00:00,244.000,8.93085,8.62623,7.59465,.06924,3.29454,1.76547,.10466
1980-01-11T05:00:00,245.000,8.91683,8.62327,7.59196,.06921,3.29298,1.76448,.10456
1980-01-11T06:00:00,246.000,8.91683,8.61518,7.58462,.06912,3.28872,1.76179,.10428
1980-01-11T07:00:00,247.000,8.90467,8.61255,7.58215,.06909,3.28720,1.76081,.10418
1980-01-11T08:00:00,248.000,8.90467,8.60537,7.57540,.06901,3.28304,1.75814,.10391
1980-01-11T09:00:00,249.000,8.89376,8.60294,7.57305,.06899,3.28154,1.75717,.10382
1980-01-11T10:00:00,250.000,8.89376,8.59631,7.56664,.06892,3.27744,1.75451,.10356
1980-01-11T11:00:00,251.000,8.88365,8.59400,7.56437,.06889,3.27596,1.75354,.10347
1980-01-11T12:00:00,252.000,8.88365,8.58769,7.55816,.06883,3.27190,1.75090,.10322
1980-01-11T13:00:00,253.000,8.87400,8.58544,7.55592,.06881,3.27043,1.74994,.10313
1980-01-11T14:00:00,254.000,8.87400,8.57930,7.54981,.06874,3.26640,1.74730,.10289
1980-01-11T15:00:00,255.000,8.86462,8.57707,7.54759,.06872,3.26494,1.74634,.10280
1980-01-11T16:00:00,256.000,8.86462,8.57100,7.54152,.06866,3.26093,1.74372,.10256
1980-01-11T17:00:00,257.000,8.85537,8.56878,7.53930,.06864,3.25946,1.74276,.10248
1980-01-11T18:00:00,258.000,8.85537,8.56271,7.53324,.06859,3.25547,1.74014,.10225
1980-01-11T19:00:00,259.000,8.84615,8.56048,7.53101,.06857,3.25401,1.73919,.10216
1980-01-11T20:00:00,260.000,8.84615,8.55438,7.52493,.06852,3.25001,1.73657,.10193
1980-01-11T21:00:00,261.000,8.83693,8.55214,7.52270,.06850,3.24856,1.73562,.10185
1980-01-11T22:00:00,262.000,8.83693,8.54599,7.51658,.06845,3.24457,1.73301,.10163
1980-01-11T23:00:00,263.000,8.82758,8.54364,7.51422,.06843,3.24308,1.73203,.10154
1980-01-12T00:00:00,264.000,8.82758,8.53719,7.50775,.06838,3.23901,1.72935,.10132
1980-01-12T01:00:00,265.000,8.80538,8.52405,7.50067,.06717,3.23220,1.72251,.09928
1980-01-12T02:00:00,266.000,8.73334,8.46500,7.45459,.06328,3.18606,1.68067,.09254
1980-01-12T03:00:00,267.000,8.68796,8.41958,7.39072,.06321,3.14477,1.65798,.09197
1980-01-12T04:00:00,268.000,8.64513,8.36903,7.32522,.06396,3.12567,1.66030,.09299
1980-01-12T05:00:00,269.000,8.60083,8.31982,7.28016,.06485,3.12581,1.67104,.09436
1980-01-12T06:00:00,270.000,8.56381,8.28311,7.26338,.06565,3.13729,1.68195,.09563
1980-01-12T07:00:00,271.000,8.54259,8.26612,7.27072,.06630,3.15251,1.69066,.09668
1980-01-12T08:00:00,272.000,8.54021,8.26916,7.29269,.06682,3.16688,1.69697,.09751
1980-01-12T09:00:00,273.000,8.55390,8.28727,7.32028,.06722,3.17855,1.70120,.09814
1980-01-12T10:00:00,274.000,8.57785,8.31366,7.34740,.06752,3.18722,1.70386,.09860
1980-01-12T11:00:00,275.000,8.60600,8.34234,7.37100,.06775,3.19324,1.70533,.09893
1980-01-12T12:00:00,276.000,8.63372,8.36925,7.38985,.06792,3.19715,1.70592,.09916
1980-01-12T13:00:00,277.000,8.65823,8.39224,7.40400,.06804,3.19941,1.70588,.09930
