Simulated discharge(m3/s) at the outlet - regular timestep    1.00 hours. Simulated discharge is the mean value over the timestep with the date at the end of the timestep
Date_yyyy/mm/dd_hours(iso8601format),Time(hours),Outlet-Discharge
2003-01-11T06:00:00,246.000,.50860
2003-01-11T07:00:00,247.000,.50686
2003-01-11T08:00:00,248.000,.50520
2003-01-11T09:00:00,249.000,.50360
2003-01-11T10:00:00,250.000,.50205
2003-01-11T11:00:00,251.000,.50056
2003-01-11T12:00:00,252.000,.49912
2003-01-11T13:00:00,253.000,.49771
2003-01-11T14:00:00,254.000,.49967
2003-01-11T15:00:00,255.000,.49853
2003-01-11T16:00:00,256.000,.49684
2003-01-11T17:00:00,257.000,.49506
2003-01-11T18:00:00,258.000,.49336
2003-01-11T19:00:00,259.000,.49182
2003-01-11T20:00:00,260.000,.49042
2003-01-11T21:00:00,261.000,.48914
2003-01-11T22:00:00,262.000,.48796
2003-01-11T23:00:00,263.000,.48684
2003-01-12T00:00:00,264.000,.48576
2003-01-12T01:00:00,265.000,.48472
2003-01-12T02:00:00,266.000,.49999
2003-01-12T03:00:00,267.000,.50462
2003-01-12T04:00:00,268.000,.50644
2003-01-12T05:00:00,269.000,.52019
2003-01-12T06:00:00,270.000,.53364
2003-01-12T07:00:00,271.000,.54022
2003-01-12T08:00:00,272.000,.54340
2003-01-12T09:00:00,273.000,.54389
2003-01-12T10:00:00,274.000,.54198
2003-01-12T11:00:00,275.000,.53870
2003-01-12T12:00:00,276.000,.53489
2003-01-12T13:00:00,277.000,.53101
2003-01-12T14:00:00,278.000,.52724
2003-01-12T15:00:00,279.000,.52364
2003-01-12T16:00:00,280.000,.52022
2003-01-12T17:00:00,281.000,.51697
2003-01-12T18:00:00,282.000,.52950
2003-01-12T19:00:00,283.000,.56614
2003-01-12T20:00:00,284.000,.63710
2003-01-12T21:00:00,285.000,.69075
2003-01-12T22:00:00,286.000,.71606
2003-01-12T23:00:00,287.000,.72157
2003-01-13T00:00:00,288.000,.71590
2003-01-13T01:00:00,289.000,.70508
2003-01-13T02:00:00,290.000,.69280
2003-01-13T03:00:00,291.000,.67701
2003-01-13T04:00:00,292.000,.66273
2003-01-13T05:00:00,293.000,.64919
2003-01-13T06:00:00,294.000,.63606
2003-01-13T07:00:00,295.000,.62308
2003-01-13T08:00:00,296.000,.61220
2003-01-13T09:00:00,297.000,.60218
2003-01-13T10:00:00,298.000,.59293
2003-01-13T11:00:00,299.000,.58434
2003-01-13T12:00:00,300.000,.57635
2003-01-13T13:00:00,301.000,.56917
2003-01-13T14:00:00,302.000,.56390
2003-01-13T15:00:00,303.000,.55989
2003-01-13T16:00:00,304.000,.55426
2003-01-13T17:00:00,305.000,.54854
2003-01-13T18:00:00,306.000,.54481
2003-01-13T19:00:00,307.000,.55332
2003-01-13T20:00:00,308.000,.57943
2003-01-13T21:00:00,309.000,.60350
2003-01-13T22:00:00,310.000,.61738
2003-01-13T23:00:00,311.000,.62023
2003-01-14T00:00:00,312.000,.61643
2003-01-14T01:00:00,313.000,.60909
2003-01-14T02:00:00,314.000,.60052
2003-01-14T03:00:00,315.000,.59176
2003-01-14T04:00:00,316.000,.58332
2003-01-14T05:00:00,317.000,.57540
2003-01-14T06:00:00,318.000,.56802
2003-01-14T07:00:00,319.000,.56115
2003-01-14T08:00:00,320.000,.55477
2003-01-14T09:00:00,321.000,.54951
